district_id,school,enroll_d,frl_enroll_d,pct_frl
0610230,1,144,91,0.632
0610260,7,6864,2597,0.378
0610290,25,14073,1808,0.128
0610320,1,461,231,0.501
0610350,8,3943,3596,0.912
0610380,2,558,247,0.443
0610440,6,3409,1472,0.432
0610620,16,8297,1515,0.183
0610680,2,28,6,0.214
0610710,1,105,43,0.41
0610740,8,3894,344,0.088
0610770,11,3506,2363,0.674
0610860,4,4110,3699,0.9
0610890,12,5783,3886,0.672
0610980,1,59,34,0.576
0611040,4,1245,663,0.533
0611100,1,28,24,0.857
0611110,33,26695,20538,0.769
0611130,1,211,208,0.986
0611220,4,1754,260,0.148
0611280,6,2993,1111,0.371
0611430,1,162,84,0.519
0611460,21,21367,14449,0.676
0611490,10,6456,2430,0.376
0611520,7,3101,1669,0.538
0611550,1,124,65,0.524
0611610,2,149,42,0.282
0611670,1,86,75,0.872
0611700,1,61,52,0.852
0611730,3,982,415,0.423
0611760,3,1445,1356,0.938
0611780,1,305,93,0.305
0611820,16,21615,8205,0.38
0611850,13,7780,4667,0.6
0611870,6,395,177,0.448
0611910,5,3113,2712,0.871
0611940,2,1036,926,0.894
0612030,12,5234,4233,0.809
0612070,6,6869,1269,0.185
0612090,15,7251,6295,0.868
0612120,7,8090,6967,0.861
0612150,1,153,141,0.922
0612180,14,7270,5093,0.701
0612210,5,3455,384,0.111
0612330,66,62022,27626,0.445
0612360,1,173,129,0.746
0612600,3,246,140,0.569
0612630,2,613,383,0.625
0612690,6,2872,2198,0.765
0612750,9,4812,898,0.187
0612810,9,3594,2556,0.711
0612840,7,2585,1225,0.474
0612880,24,14355,9507,0.662
0612910,5,7158,5538,0.774
0612930,3,951,736,0.774
0612960,17,13303,6507,0.489
0613080,7,3079,384,0.125
0613140,16,9160,2439,0.266
0613170,4,1147,621,0.541
0613290,4,2676,2220,0.83
0613360,29,20675,8346,0.404
0613470,7,1171,682,0.582
0613500,9,4920,3124,0.635
0613530,3,2125,1515,0.713
0613740,1,116,50,0.431
0613800,8,3671,2802,0.763
0613840,5,2160,1848,0.856
0613860,1,47,32,0.681
0613890,34,20294,6117,0.301
0613920,44,35035,26392,0.753
0613980,1,425,171,0.402
0614010,2,238,85,0.357
0614070,5,1662,1311,0.789
0614130,1,12,7,0.583
0614190,3,1094,586,0.536
0614220,10,5992,1286,0.215
0614250,7,2557,2026,0.792
0614340,1,476,125,0.263
0614370,16,6187,4121,0.666
0614400,42,33820,6164,0.182
0614430,5,10245,1122,0.11
0614490,1,24,16,0.667
0614520,2,290,119,0.41
0614550,99,69654,60461,0.868
0614700,5,3063,1827,0.596
0614730,20,11676,6533,0.56
0614760,8,13413,7545,0.563
0614790,6,3289,1848,0.562
0614820,3,2199,1052,0.478
0614880,64,38529,27660,0.718
0614910,1,66,20,0.303
0614940,11,4284,2746,0.641
0614950,8,2262,1593,0.704
0614970,1,38,20,0.526
0615000,1,190,97,0.511
0615090,1,409,361,0.883
0615150,3,199,118,0.593
0615180,14,10618,5705,0.537
0615240,31,24158,10026,0.415
0615270,9,6652,2826,0.425
0615390,2,431,167,0.387
0615450,2,546,124,0.227
0615480,1,77,62,0.805
0615510,9,3381,1041,0.308
0615600,1,57,40,0.702
0615690,1,617,117,0.19
0615780,4,1622,829,0.511
0615810,2,142,30,0.211
0615840,3,761,198,0.26
0615870,1,35,15,0.429
0615990,1,10,7,0.7
0616050,11,9215,6894,0.748
0616080,5,3276,2585,0.789
0616110,1,206,75,0.364
0616230,15,17044,10406,0.611
0616260,2,1286,1166,0.907
0616300,4,2394,1624,0.678
0616320,2,223,153,0.686
0616323,5,1753,1348,0.769
0616325,34,16540,11300,0.683
0616470,11,5539,4310,0.778
0616500,6,4141,2790,0.674
0616530,1,102,50,0.49
0616560,1,109,12,0.11
0616570,2,442,240,0.543
0616620,2,182,51,0.28
0616650,2,1200,451,0.376
0616680,11,7299,5100,0.699
0616740,30,17977,9864,0.549
0616830,2,1152,827,0.718
0616860,4,1141,651,0.571
0616920,27,22330,18963,0.849
0617040,2,1216,93,0.076
0617160,3,1056,390,0.369
0617190,4,1258,30,0.024
0617220,5,2324,1282,0.552
0617340,10,5717,3425,0.599
0617430,6,1595,1261,0.791
0617490,3,836,282,0.337
0617520,1,232,167,0.72
0617580,1,58,50,0.862
0617620,1,40,37,0.925
0617760,1,101,52,0.515
0617850,11,7194,5883,0.818
0617880,1,162,76,0.469
0618030,8,4900,952,0.194
0618060,8,15082,7679,0.509
0618120,1,189,71,0.376
0618160,1,30,23,0.767
0618210,6,4397,2436,0.554
0618240,1,18,12,0.667
0618270,1,11,8,0.727
0618390,17,7557,6275,0.83
0618510,1,405,169,0.417
0618660,1,447,120,0.268
0618690,2,347,267,0.769
0618730,2,537,253,0.471
0618780,1,349,162,0.464
0618840,4,2261,830,0.367
0618870,14,5090,2494,0.49
0618930,5,3920,1091,0.278
0618990,4,1235,793,0.642
0619050,1,205,106,0.517
0619110,1,96,46,0.479
0619140,2,269,159,0.591
0619170,1,70,47,0.671
0619200,1,349,113,0.324
0619230,1,16,6,0.375
0619260,24,18567,13604,0.733
0619320,6,1849,1279,0.692
0619380,2,1034,111,0.107
0619410,1,115,24,0.209
0619440,6,2539,2076,0.818
0619490,8,5310,4242,0.799
0619540,24,42521,30414,0.715
0619590,3,782,657,0.84
0619620,3,1057,719,0.68
0619650,4,2748,2309,0.84
0619680,5,2526,2240,0.887
0619700,21,9676,8293,0.857
0619740,1,380,345,0.908
0619770,1,815,176,0.216
0619800,6,2189,1541,0.704
0619830,3,1219,793,0.651
0619860,1,99,47,0.475
0619890,2,417,301,0.722
0619950,7,983,754,0.767
0619980,1,30,12,0.4
0620010,1,136,26,0.191
0620040,2,587,236,0.402
0620070,8,3750,2947,0.786
0620130,4,3919,193,0.049
0620190,9,4498,2935,0.653
0620220,3,270,102,0.378
0620250,22,10816,6851,0.633
0620310,5,3136,111,0.035
0620370,4,2566,471,0.184
0620430,1,14,3,0.214
0620460,7,2803,490,0.175
0620490,1,94,18,0.191
0620520,2,180,38,0.211
0620610,1,187,84,0.449
0620640,8,3641,1519,0.417
0620670,6,1386,868,0.626
0620700,1,66,6,0.091
0620730,2,1504,805,0.535
0620760,1,235,218,0.928
0620790,10,4507,1686,0.374
0620850,4,2802,2499,0.892
0620880,23,13749,12255,0.891
0620910,3,1350,115,0.085
0621000,15,10048,1469,0.146
0621060,3,848,294,0.347
0621090,1,357,132,0.37
0621150,4,625,500,0.8
0621180,2,160,21,0.131
0621210,8,4670,3950,0.846
0621240,1,345,261,0.757
0621270,2,548,439,0.801
0621330,6,3246,2230,0.687
0621360,7,3221,2348,0.729
0621400,2,1955,1006,0.515
0621420,6,4380,3937,0.899
0621450,4,2620,2160,0.824
0621480,1,66,45,0.682
0621540,2,208,36,0.173
0621570,1,749,390,0.521
0621600,5,8275,1846,0.223
0621690,12,8949,4971,0.555
0621810,6,2339,1175,0.502
0621870,9,3992,3536,0.886
0621900,1,24,16,0.667
0621930,9,3864,2149,0.556
0621960,1,15,5,0.333
0621990,6,1727,1030,0.596
0622050,6,1924,1322,0.687
0622110,18,12966,2620,0.202
0622170,4,2490,1886,0.757
0622230,48,27802,18512,0.666
0622320,1,108,101,0.935
0622350,2,422,35,0.083
0622380,2,1083,67,0.062
0622410,16,9183,5244,0.571
0622440,2,330,187,0.567
0622500,83,66863,36074,0.54
0622560,7,2854,363,0.127
0622590,9,9106,1464,0.161
0622650,9,3344,231,0.069
0622710,775,434177,352490,0.812
0622740,16,10924,7857,0.719
0622800,2,3375,196,0.058
0622830,5,2600,115,0.044
0622860,3,553,411,0.743
0622890,4,1314,1027,0.782
0622920,1,163,36,0.221
0622950,2,263,243,0.924
0623010,6,3047,1622,0.532
0623040,1,289,249,0.862
0623080,19,9793,5524,0.564
0623130,1,437,364,0.833
0623160,18,12175,11318,0.93
0623340,28,20123,18127,0.901
0623430,9,5117,4181,0.817
0623460,1,123,13,0.106
0623530,4,1125,542,0.482
0623550,1,30,16,0.533
0623610,27,24131,12772,0.529
0623700,1,291,151,0.519
0623760,1,288,159,0.552
0623800,1,185,74,0.4
0623820,3,324,309,0.954
0623940,10,1671,1073,0.642
0623970,2,725,377,0.52
0624000,4,1278,518,0.405
0624030,8,3870,1505,0.389
0624090,23,9895,6753,0.682
0624150,3,344,214,0.622
0624180,1,1261,424,0.336
0624210,1,65,48,0.738
0624230,7,3451,3010,0.872
0624300,3,935,460,0.492
0624330,1,80,37,0.462
0624360,1,832,314,0.377
0624390,1,416,317,0.762
0624480,6,449,221,0.492
0624500,15,10061,2881,0.286
0624540,15,11017,6550,0.595
0624570,4,2708,252,0.093
0624600,19,10922,8130,0.744
0624630,1,237,198,0.835
0624660,9,11177,8702,0.779
0624690,1,71,41,0.577
0624720,1,566,172,0.304
0624750,6,1452,781,0.538
0624780,1,64,27,0.422
0624870,6,2410,132,0.055
0624900,5,2117,529,0.25
0624930,1,240,107,0.446
0625110,1,131,25,0.191
0625130,26,13855,11884,0.858
0625150,8,15311,10100,0.66
0625190,4,825,498,0.604
0625230,6,3036,2592,0.854
0625290,1,156,152,0.974
0625320,10,5126,2678,0.522
0625350,1,447,374,0.837
0625380,1,164,125,0.762
0625410,1,66,50,0.758
0625470,29,21693,16094,0.742
0625500,1,375,19,0.051
0625530,19,9306,6093,0.655
0625650,1,19,10,0.526
0625690,10,5769,1677,0.291
0625740,4,1719,65,0.038
0625770,7,4037,1241,0.307
0625800,38,31563,24046,0.762
0625830,13,7990,3157,0.395
0625860,16,7578,4883,0.644
0625980,2,873,413,0.473
0626040,2,458,211,0.461
0626070,1,142,27,0.19
0626100,9,1746,997,0.571
0626130,1,20,17,0.85
0626190,8,5330,3924,0.736
0626220,4,2707,1462,0.54
0626280,11,4507,1101,0.244
0626310,3,4514,503,0.111
0626340,1,82,29,0.354
0626370,52,28853,13332,0.462
0626400,5,1659,1003,0.605
0626430,1,66,21,0.318
0626460,1,161,83,0.516
0626490,5,1683,493,0.293
0626640,27,16513,8258,0.5
0626670,10,4433,3301,0.745
0626760,6,912,672,0.737
0626820,2,665,216,0.325
0626880,5,2481,935,0.377
0626910,13,10427,4507,0.432
0626970,1,187,166,0.888
0627030,7,2029,1119,0.552
0627040,1,87,71,0.816
0627060,11,5166,2091,0.405
0627120,2,430,89,0.207
0627180,10,5831,2590,0.444
0627200,8,3139,2137,0.681
0627240,31,17944,6028,0.336
0627300,1,36,15,0.417
0627450,5,3833,1245,0.325
0627480,1,720,313,0.435
0627510,1,251,51,0.203
0627590,8,4515,3813,0.845
0627690,25,15553,9927,0.638
0627720,14,7119,2323,0.326
0627750,1,185,78,0.422
0627780,4,2115,1637,0.774
0627810,18,8834,2218,0.251
0627840,2,809,250,0.309
0627850,7,4309,522,0.121
0627870,1,54,42,0.778
0627900,1,569,435,0.764
0627930,1,371,116,0.313
0628050,81,34293,25923,0.756
0628080,9,4902,1674,0.341
0628140,14,6937,3958,0.571
0628170,4,2160,1545,0.715
0628250,24,16239,11514,0.709
0628270,8,2243,906,0.404
0628320,5,1852,591,0.319
0628470,32,18864,14470,0.767
0628530,1,275,258,0.938
0628650,40,25121,9809,0.39
0628680,1,765,319,0.417
0628710,10,4758,1775,0.373
0628830,1,18,15,0.833
0628860,5,2483,72,0.029
0628950,1,95,76,0.8
0629100,6,2147,1701,0.792
0629130,3,2427,1915,0.789
0629160,1,126,109,0.865
0629190,2,81,27,0.333
0629220,20,14380,12318,0.857
0629270,10,17361,11249,0.648
0629280,2,693,361,0.521
0629340,1,145,58,0.4
0629370,5,1812,315,0.174
0629400,1,349,308,0.883
0629430,2,567,283,0.499
0629490,33,18094,14251,0.788
0629540,4,1248,989,0.792
0629550,27,21301,20465,0.961
0629580,29,17575,15724,0.895
0629610,19,10463,1180,0.113
0629640,5,2809,1963,0.699
0629670,1,488,378,0.775
0629700,17,10373,762,0.073
0629770,1,11,8,0.727
0629790,2,192,74,0.385
0629820,7,1494,939,0.629
0629850,18,13127,12343,0.94
0629910,7,3323,3059,0.921
0629940,23,14408,9834,0.683
0630030,10,6211,4612,0.743
0630090,1,58,44,0.759
0630180,8,5368,4218,0.786
0630210,9,11313,6954,0.615
0630230,7,2131,789,0.37
0630250,10,5037,2046,0.406
0630330,6,2340,67,0.029
0630360,5,1495,1054,0.705
0630390,1,89,15,0.169
0630450,1,260,141,0.542
0630480,3,285,148,0.519
0630510,3,1541,617,0.4
0630520,1,31,28,0.903
0630600,13,10760,7071,0.657
0630630,2,889,862,0.97
0630660,34,23637,10695,0.452
0630720,2,757,215,0.284
0630750,6,4128,1405,0.34
0630780,3,1170,663,0.567
0630810,1,106,59,0.557
0630840,2,842,751,0.892
0630870,1,190,89,0.468
0630900,1,167,49,0.293
0630930,4,1325,344,0.26
0630990,11,5733,1526,0.266
0631020,1,54,20,0.37
0631050,1,426,386,0.906
0631170,8,1747,951,0.544
0631180,3,1415,533,0.377
0631230,1,135,77,0.57
0631290,2,602,243,0.404
0631320,40,21842,19698,0.902
0631350,1,178,161,0.904
0631380,1,57,44,0.772
0631400,3,274,146,0.533
0631470,2,476,30,0.063
0631530,38,34477,4975,0.144
0631620,2,150,102,0.68
0631680,1,275,262,0.953
0631710,11,5122,2065,0.403
0631740,2,589,27,0.046
0631830,1,14,11,0.786
0631860,4,1520,1171,0.77
0631920,1,69,40,0.58
0631980,4,1870,1364,0.729
0632010,2,1774,1147,0.647
0632040,8,2904,1801,0.62
0632070,25,19532,12119,0.62
0632130,12,6380,3375,0.529
0632160,3,1020,45,0.044
0632250,1,168,84,0.5
0632270,6,2744,2605,0.949
0632310,7,3563,519,0.146
0632340,1,9,6,0.667
0632370,29,24083,20362,0.845
0632400,1,222,113,0.509
0632430,1,531,476,0.896
0632520,1,193,20,0.104
0632550,52,26178,11874,0.454
0632610,7,2903,1686,0.581
0632640,9,3013,1117,0.371
0632710,2,986,459,0.466
0632730,2,294,217,0.738
0632760,9,4958,2779,0.561
0632880,7,3350,1037,0.31
0633110,9,1845,966,0.524
0633150,48,39584,28170,0.712
0633210,2,158,73,0.462
0633240,5,1950,1065,0.546
0633270,1,323,320,0.991
0633390,5,4290,2839,0.662
0633480,9,5898,1945,0.33
0633510,3,1466,770,0.525
0633570,5,2302,1654,0.719
0633600,20,11455,2733,0.239
0633630,8,10571,2252,0.213
0633660,1,369,3,0.008
0633690,1,58,36,0.621
0633720,3,431,395,0.916
0633750,20,12196,8630,0.708
0633840,72,39448,25935,0.657
0633860,33,24356,7564,0.311
0633900,6,2231,1546,0.693
0633930,15,8287,5963,0.72
0633980,12,16522,13540,0.82
0634050,1,122,57,0.467
0634080,1,93,88,0.946
0634140,2,3491,1597,0.457
0634170,72,46363,38848,0.838
0634230,6,2084,575,0.276
0634290,8,2628,229,0.087
0634320,176,94996,52252,0.55
0634380,10,12671,2357,0.186
0634410,107,49146,24931,0.507
0634425,8,4676,3000,0.642
0634440,14,10160,8656,0.852
0634590,42,25587,9146,0.357
0634620,66,37580,18957,0.504
0634680,12,8684,6146,0.708
0634710,16,8731,6732,0.771
0634740,5,2445,575,0.235
0634770,1,73,67,0.918
0634800,16,7377,3114,0.422
0634860,4,2692,201,0.075
0634880,19,19600,7105,0.362
0634920,21,10254,2910,0.284
0634980,7,9055,2195,0.242
0635010,2,635,476,0.75
0635040,1,499,120,0.24
0635070,3,592,495,0.836
0635090,8,4264,2878,0.675
0635110,3,2608,1279,0.49
0635130,36,30022,1714,0.057
0635220,7,4259,3073,0.722
0635250,20,13086,8785,0.671
0635310,51,41794,24550,0.587
0635430,29,13986,3638,0.26
0635490,1,55,7,0.127
0635590,5,1712,633,0.37
0635600,9,4574,1329,0.291
0635670,4,9242,6429,0.696
0635700,16,9117,2104,0.231
0635790,6,3306,2410,0.729
0635810,12,4835,1892,0.391
0635830,12,10280,3047,0.296
0635850,2,864,213,0.247
0635880,10,6294,2194,0.349
0635910,4,1574,41,0.026
0635940,1,77,68,0.883
0635970,15,9168,2243,0.245
0636000,1,391,208,0.532
0636030,4,1842,1471,0.799
0636100,1,178,131,0.736
0636180,2,434,219,0.505
0636210,1,375,343,0.915
0636240,1,11,8,0.727
0636270,12,5997,5140,0.857
0636330,1,162,130,0.802
0636360,2,384,152,0.396
0636390,6,8633,2133,0.247
0636420,1,192,133,0.693
0636450,2,276,217,0.786
0636570,1,104,55,0.529
0636600,5,4258,1782,0.419
0636660,2,178,129,0.725
0636670,5,483,247,0.511
0636780,4,387,162,0.419
0636800,10,5100,2591,0.508
0636805,5,1269,525,0.414
0636810,1,16,9,0.562
0636820,8,1941,1163,0.599
0636840,26,15695,6173,0.393
0636940,4,528,313,0.593
0636960,1,55,44,0.8
0636970,11,7681,5360,0.698
0636972,10,11186,9348,0.836
0636990,7,2818,342,0.121
0637050,10,4849,3885,0.801
0637110,1,595,199,0.334
0637140,1,243,149,0.613
0637200,9,3331,1657,0.497
0637230,1,740,314,0.424
0637260,3,1066,406,0.381
0637290,4,1671,336,0.201
0637320,1,496,202,0.407
0637350,3,452,300,0.664
0637380,12,6116,4020,0.657
0637470,1,291,189,0.649
0637500,5,4624,632,0.137
0637530,15,7915,2727,0.345
0637560,6,2330,2008,0.862
0637590,7,680,404,0.594
0637620,6,3481,2866,0.823
0637630,3,87,50,0.575
0637650,1,224,91,0.406
0637680,1,29,13,0.448
0637710,2,921,138,0.15
0637770,1,309,162,0.524
0637830,4,1144,431,0.377
0637890,4,2968,2600,0.876
0637950,6,3387,2480,0.732
0638010,54,36148,29240,0.809
0638040,1,128,125,0.977
0638070,3,83,53,0.639
0638130,1,702,660,0.94
0638220,9,5187,2796,0.539
0638250,1,409,168,0.411
0638280,3,641,239,0.373
0638340,1,793,366,0.462
0638430,1,344,267,0.776
0638460,10,5478,1324,0.242
0638520,2,115,68,0.591
0638550,3,1090,686,0.629
0638610,2,803,172,0.214
0638640,28,36014,18164,0.504
0638670,13,7736,3373,0.436
0638700,6,2398,2128,0.887
0638730,2,1139,936,0.822
0638770,10,3947,1126,0.285
0638790,5,5038,484,0.096
0638880,6,4134,1695,0.41
0638980,8,5261,1914,0.364
0639000,7,2294,459,0.2
0639060,2,782,741,0.948
0639180,5,1483,1241,0.837
0639210,1,101,39,0.386
0639300,1,536,466,0.869
0639420,31,21798,5543,0.254
0639600,1,217,193,0.889
0639630,9,5254,2233,0.425
0639690,1,63,48,0.762
0639720,1,193,103,0.534
0639750,1,9,6,0.667
0639840,2,273,205,0.751
0639870,16,9200,7103,0.772
0639930,7,5764,4441,0.77
0639940,2,429,309,0.72
0640150,28,22014,7343,0.334
0640200,1,252,130,0.516
0640230,4,962,226,0.235
0640260,1,134,55,0.41
0640300,11,5826,4632,0.795
0640320,8,5444,492,0.09
0640380,2,705,294,0.417
0640590,16,12419,5068,0.408
0640650,2,904,685,0.758
0640680,3,563,360,0.639
0640710,1,178,149,0.837
0640740,20,10673,7460,0.699
0640800,1,157,49,0.312
0640980,27,15343,8439,0.55
0641040,18,12463,10872,0.872
0641130,2,690,681,0.987
0641160,41,28961,19271,0.665
0641190,28,19507,12566,0.644
0641220,1,28,8,0.286
0641250,7,3324,411,0.124
0641280,15,13300,3322,0.25
0641400,6,3430,3188,0.929
0641430,2,1899,1444,0.76
0641460,1,464,378,0.815
0641580,11,7409,5023,0.678
0641610,3,756,95,0.126
0641790,2,790,118,0.149
0641820,1,214,162,0.757
0641880,3,2984,1981,0.664
0641980,1,337,262,0.777
0642000,15,8094,5447,0.673
0642060,2,586,514,0.877
0642120,12,8906,4967,0.558
0642140,14,7266,2143,0.295
0642150,16,8198,6187,0.755
0642180,1,355,340,0.958
0642210,1,166,163,0.982
0642270,1,139,35,0.252
0642300,2,160,97,0.606
0642330,4,1346,607,0.451
0642350,2,1057,792,0.749
0642420,1,43,9,0.209
0642450,11,5565,4166,0.749
0642480,7,10767,8025,0.745
0642510,16,21441,5544,0.259
0642540,4,1337,1212,0.907
0642560,6,1501,900,0.6
0642580,2,356,271,0.761
0642600,1,39,33,0.846
0642630,1,17,14,0.824
0642710,4,1397,1137,0.814
0642750,1,219,58,0.265
0642810,2,1226,1187,0.968
0642900,1,113,83,0.735
0642930,5,1555,977,0.628
0642960,4,1874,1713,0.914
0643080,17,9480,6742,0.711
0643140,1,365,35,0.096
0643170,1,407,349,0.857
0643200,3,1270,929,0.731
0643380,2,946,665,0.703
0643410,2,759,397,0.523
0643470,16,11793,9272,0.786
0643560,13,8690,5058,0.582
0684500,43,36015,7017,0.195
0691001,2,22,12,0.545
0691002,6,333,258,0.775
0691003,3,462,179,0.387
0691004,2,27,20,0.741
0691005,5,323,179,0.554
0691006,4,754,219,0.29
0691007,3,740,595,0.804
0691008,3,289,167,0.578
0691009,5,252,233,0.925
0691010,3,740,510,0.689
0691012,4,2067,1143,0.553
0691013,2,326,221,0.678
0691014,1,24,21,0.875
0691015,1,9,3,0.333
0691017,4,680,501,0.737
0691018,3,281,104,0.37
0691019,2,77,64,0.831
0691020,8,1563,1166,0.746
0691021,4,678,459,0.677
0691022,1,79,68,0.861
0691023,4,1053,420,0.399
0691024,5,2379,1608,0.676
0691025,3,373,150,0.402
0691026,4,1098,543,0.495
0691027,6,910,535,0.588
0691028,1,26,23,0.885
0691029,3,1877,1362,0.726
0691030,7,949,847,0.893
0691031,3,1703,1066,0.626
0691032,4,263,221,0.84
0691033,4,119,42,0.353
0691034,2,82,49,0.598
0691035,4,1324,742,0.56
0691036,4,937,420,0.448
0691037,3,158,121,0.766
0691038,1,83,35,0.422
0691040,3,292,130,0.445
0691041,5,680,478,0.703
0691042,2,327,259,0.792
0691043,3,156,97,0.622
0691044,1,10,7,0.7
0691045,5,1574,975,0.619
0691046,3,99,60,0.606
0691047,5,557,225,0.404
0691048,4,426,300,0.704
0691049,2,185,86,0.465
0691051,3,300,172,0.573
0691052,2,180,161,0.894
0691063,2,394,284,0.721
0691078,9,1429,588,0.411
0691090,1,36,24,0.667
0691102,1,11,6,0.545
0691111,3,141,102,0.723
0691122,3,334,94,0.281
0691134,6,1423,1244,0.874
0691135,21,19204,15914,0.829
0691136,3,1024,438,0.428
0691137,3,318,161,0.506
0800001,2,188,55,0.293
0800004,1,393,15,0.038
0800016,3,812,499,0.615
0800017,2,745,387,0.519
0800018,2,186,93,0.5
0800019,1,64,25,0.391
0800020,30,14815,6188,0.418
0800023,1,162,100,0.617
0800282,1,111,5,0.045
0800292,1,169,56,0.331
0801920,37,23277,2245,0.096
0801950,11,5977,4319,0.723
0801980,2,84,46,0.548
0802010,2,114,90,0.789
0802040,2,411,183,0.445
0802070,4,2096,1181,0.563
0802130,3,149,112,0.752
0802190,4,1658,746,0.45
0802220,2,101,39,0.386
0802260,1,139,48,0.345
0802310,3,1013,303,0.299
0802340,57,37009,26833,0.725
0802370,3,837,142,0.17
0802400,4,1311,366,0.279
0802430,4,1198,278,0.232
0802460,1,108,72,0.667
0802490,52,28481,5745,0.202
0802520,1,83,32,0.386
0802550,2,186,48,0.258
0802580,27,19851,5886,0.297
0802610,4,1394,661,0.474
0802640,5,1051,193,0.184
0802670,3,749,448,0.598
0802700,2,514,145,0.282
0802730,2,446,206,0.462
0802760,2,51,22,0.431
0802790,8,3321,1564,0.471
0802850,5,617,552,0.895
0802880,1,231,95,0.411
0802910,65,52081,14247,0.274
0802940,8,3546,261,0.074
0803000,5,696,132,0.19
0803030,3,292,66,0.226
0803060,53,22351,12214,0.546
0803090,11,2607,1565,0.6
0803120,2,208,120,0.577
0803150,1,78,31,0.397
0803180,2,351,150,0.427
0803210,2,403,284,0.705
0803240,1,170,65,0.382
0803270,2,295,116,0.393
0803300,2,403,169,0.419
0803330,14,4269,1817,0.426
0803360,205,88911,53138,0.598
0803390,3,661,190,0.287
0803420,2,253,117,0.462
0803450,81,60826,6940,0.114
0803480,12,4481,829,0.185
0803510,3,219,97,0.443
0803540,14,6072,1660,0.273
0803600,5,1994,555,0.278
0803630,2,83,43,0.518
0803690,2,281,67,0.238
0803720,5,2187,339,0.155
0803750,3,1001,420,0.42
0803780,9,2440,1308,0.536
0803810,4,1058,314,0.297
0803840,4,571,185,0.324
0803870,26,17749,3842,0.216
0803930,2,217,57,0.263
0803960,3,1425,564,0.396
0803990,48,27663,7963,0.288
0804020,6,2482,1228,0.495
0804050,8,3381,1443,0.427
0804080,12,8062,3264,0.405
0804110,3,366,194,0.53
0804140,1,259,199,0.768
0804200,6,1892,700,0.37
0804230,2,437,105,0.24
0804260,13,5306,1984,0.374
0804290,2,196,121,0.617
0804320,4,1286,341,0.265
0804350,42,20754,9436,0.455
0804380,4,1171,708,0.605
0804410,32,21219,13537,0.638
0804440,1,70,28,0.4
0804470,4,1283,333,0.26
0804500,2,283,186,0.657
0804530,29,12821,7733,0.603
0804560,2,339,100,0.295
0804590,3,435,83,0.191
0804620,1,77,28,0.364
0804650,1,314,131,0.417
0804680,1,275,173,0.629
0804710,3,576,297,0.516
0804740,1,213,86,0.404
0804770,3,640,278,0.434
0804800,148,71429,21087,0.295
0804830,7,3783,415,0.11
0804860,2,230,119,0.517
0804890,2,43,21,0.488
0804920,6,2514,801,0.319
0804950,3,1078,473,0.439
0804980,2,32,7,0.219
0805010,3,276,93,0.337
0805040,2,99,32,0.323
0805070,2,393,130,0.331
0805100,5,1005,540,0.537
0805130,4,1358,1028,0.757
0805160,2,207,91,0.44
0805190,4,1007,480,0.477
0805220,5,1460,953,0.653
0805250,3,432,277,0.641
0805280,2,448,181,0.404
0805310,23,13554,1746,0.129
0805340,3,125,27,0.216
0805370,50,30448,8299,0.273
0805400,33,15139,3789,0.25
0805460,4,485,267,0.551
0805490,4,1329,329,0.248
0805520,2,150,115,0.767
0805550,14,5694,3076,0.54
0805580,2,237,100,0.422
0805610,3,718,248,0.345
0805640,2,305,82,0.269
0805670,2,313,154,0.492
0805700,2,217,175,0.806
0805730,7,2090,893,0.427
0805760,5,981,645,0.657
0805790,12,5645,2912,0.516
0805820,7,3384,341,0.101
0805850,4,272,140,0.515
0805880,1,199,58,0.291
0805910,4,335,97,0.29
0805940,2,211,111,0.526
0805970,3,189,45,0.238
0806000,2,133,60,0.451
0806030,2,158,49,0.31
0806060,3,552,114,0.207
0806090,3,66,49,0.742
0806120,32,14632,10853,0.742
0806150,23,9760,4446,0.456
0806180,2,494,187,0.379
0806210,3,335,50,0.149
0806240,10,4613,1664,0.361
0806270,3,676,532,0.787
0806300,1,185,111,0.6
0806330,5,1246,417,0.335
0806360,1,203,174,0.857
0806390,2,369,202,0.547
0806420,2,246,130,0.528
0806450,3,330,105,0.318
0806480,14,8438,3312,0.393
0806510,1,153,75,0.49
0806540,5,1177,1034,0.879
0806570,3,86,57,0.663
0806600,3,325,152,0.468
0806630,2,278,163,0.586
0806660,5,2500,98,0.039
0806690,6,1888,968,0.513
0806720,2,191,36,0.188
0806750,4,1171,271,0.231
0806780,3,231,99,0.429
0806810,8,3523,953,0.271
0806840,2,311,131,0.421
0806870,4,876,166,0.189
0806900,50,33049,14240,0.431
0806930,2,38,33,0.868
0806960,3,789,554,0.702
0806990,2,84,69,0.821
0807050,1,172,63,0.366
0807080,3,512,409,0.799
0807110,2,161,81,0.503
0807140,2,225,75,0.333
0807200,3,361,150,0.416
0807230,19,8294,6329,0.763
0807260,2,228,111,0.487
0807290,3,819,260,0.317
0807320,2,262,93,0.355
0807350,12,8104,1008,0.124
0807380,5,1804,469,0.26
0807410,2,72,29,0.403
0900002,17,11474,5188,0.452
0900005,1,1094,284,0.26
0900007,1,685,112,0.164
0900009,1,328,141,0.43
0900010,1,353,193,0.547
0900011,1,279,198,0.71
0900014,1,227,149,0.656
0900015,1,279,218,0.781
0900016,1,236,134,0.568
0900018,1,88,58,0.659
0900024,1,1115,722,0.648
0900028,1,484,430,0.888
0900030,1,191,33,0.173
0900033,1,361,271,0.751
