district_id,school,enroll_d,frl_enroll_d,pct_frl
4005040,3,301,227,0.754
4005130,2,237,212,0.895
4005160,1,59,44,0.746
4005280,2,134,122,0.91
4005340,2,275,175,0.636
4005400,4,1779,624,0.351
4005430,1,420,334,0.795
4005460,4,1680,1002,0.596
4005490,27,19527,6955,0.356
4005520,4,1587,1192,0.751
4005580,1,377,321,0.851
4005760,2,266,127,0.477
4005820,2,179,90,0.503
4005910,2,132,59,0.447
4006000,2,190,137,0.721
4006060,5,1768,881,0.498
4006120,3,2033,922,0.454
4006150,2,508,310,0.61
4006180,2,847,515,0.608
4006240,2,292,183,0.627
4006270,2,185,139,0.751
4006330,2,276,213,0.772
4006390,2,449,360,0.802
4006420,2,256,155,0.605
4006480,2,334,255,0.763
4006510,2,381,210,0.551
4006630,3,538,371,0.69
4006690,2,218,163,0.748
4006810,3,725,168,0.232
4006850,4,716,510,0.712
4006870,4,1800,1238,0.688
4006930,2,175,86,0.491
4006960,2,215,161,0.749
4007140,2,473,260,0.55
4007170,3,401,166,0.414
4007290,4,1132,624,0.551
4007320,2,226,123,0.544
4007350,4,1444,1027,0.711
4007380,3,777,574,0.739
4007410,3,413,206,0.499
4007500,2,313,129,0.412
4007560,5,2243,1716,0.765
4007620,9,5629,1516,0.269
4007670,5,831,561,0.675
4007710,2,162,101,0.623
4007740,6,3815,1722,0.451
4007800,2,214,178,0.832
4008010,1,151,73,0.483
4008040,4,1574,1050,0.667
4008070,5,2066,1479,0.716
4008130,3,657,426,0.648
4008220,4,764,529,0.692
4008250,2,693,525,0.758
4008310,2,168,122,0.726
4008370,6,2965,1312,0.442
4008460,3,943,586,0.621
4008490,3,821,640,0.78
4008610,2,214,138,0.645
4008640,3,629,356,0.566
4008730,1,145,96,0.662
4008790,2,273,142,0.52
4008850,8,3434,955,0.278
4008940,2,316,208,0.658
4009000,3,586,284,0.485
4009060,3,1197,981,0.82
4009090,2,333,271,0.814
4009150,1,383,371,0.969
4009240,5,1632,619,0.379
4009300,3,367,279,0.76
4009360,1,164,164,1
4009390,3,780,207,0.265
4009420,1,248,178,0.718
4009450,2,383,121,0.316
4009510,3,914,485,0.531
4009570,9,7209,737,0.102
4009720,1,308,168,0.545
4009750,2,355,212,0.597
4009780,3,447,299,0.669
4009810,3,1226,535,0.436
4009870,3,706,291,0.412
4009910,4,1352,681,0.504
4010050,2,168,121,0.72
4010170,2,382,138,0.361
4010200,3,435,289,0.664
4010260,2,157,83,0.529
4010290,8,3274,1969,0.601
4010350,6,3770,1842,0.489
4010440,2,184,152,0.826
4010500,2,277,225,0.812
4010560,1,90,73,0.811
4010590,27,25480,5222,0.205
4010650,6,2850,2157,0.757
4010710,3,2484,530,0.213
4010740,4,2102,1110,0.528
4010860,3,506,258,0.51
4010890,3,526,202,0.384
4010920,16,7719,5203,0.674
4011040,2,208,146,0.702
4011160,3,1133,704,0.621
4011250,3,598,349,0.584
4011280,3,743,343,0.462
4011400,1,102,64,0.627
4011430,2,209,139,0.665
4011580,2,73,48,0.658
4011700,3,495,261,0.527
4011760,1,357,149,0.417
4011850,1,125,125,1
4011880,2,116,63,0.543
4011970,4,1762,697,0.396
4012000,2,151,76,0.503
4012060,2,191,143,0.749
4012090,3,426,258,0.606
4012150,3,847,639,0.754
4012180,2,46,33,0.717
4012210,1,215,92,0.428
4012240,1,383,216,0.564
4012300,3,281,281,1
4012390,2,351,278,0.792
4012420,2,412,282,0.684
4012570,3,293,251,0.857
4012630,3,349,181,0.519
4012690,2,330,196,0.594
4012720,5,2825,1546,0.547
4012750,1,74,74,1
4012870,2,222,101,0.455
4012900,3,533,364,0.683
4013080,2,127,107,0.843
4013200,2,217,188,0.866
4013230,1,486,339,0.698
4013260,1,120,102,0.85
4013290,2,242,159,0.657
4013380,1,63,13,0.206
4013500,1,508,79,0.156
4013530,4,2523,1603,0.635
4013560,7,3384,1691,0.5
4013590,8,2938,1722,0.586
4013600,1,44,36,0.818
4013620,2,298,257,0.862
4013650,2,266,170,0.639
4013680,2,60,37,0.617
4013740,2,67,52,0.776
4013830,1,215,194,0.902
4013890,5,2073,845,0.408
4013920,3,690,552,0.8
4013950,3,674,473,0.702
4014080,3,516,442,0.857
4014100,1,110,89,0.809
4014130,3,493,304,0.617
4014160,2,873,693,0.794
4014340,2,609,242,0.397
4014370,3,1065,667,0.626
4014520,3,1964,1303,0.663
4014610,3,723,477,0.66
4014670,2,239,166,0.695
4014700,3,694,465,0.67
4014730,1,266,178,0.669
4014790,3,976,800,0.82
4014850,3,482,317,0.658
4014890,1,222,154,0.694
4014970,4,552,343,0.621
4015090,2,581,324,0.558
4015120,2,644,342,0.531
4015210,4,1198,1087,0.907
4015240,3,577,405,0.702
4015370,4,1212,1076,0.888
4015420,2,201,124,0.617
4015450,2,283,267,0.943
4015480,3,1289,694,0.538
4015690,4,1586,1229,0.775
4015720,8,12519,3893,0.311
4015750,1,246,204,0.829
4015840,3,1080,450,0.417
4015900,1,107,106,0.991
4015930,1,514,174,0.339
4015990,3,783,672,0.858
4016170,4,814,269,0.33
4016320,1,68,61,0.897
4016350,2,409,337,0.824
4016380,3,551,332,0.603
4016470,1,273,158,0.579
4016500,3,920,302,0.328
4016530,1,94,63,0.67
4016560,5,1343,487,0.363
4016590,3,1224,1046,0.855
4016620,2,163,152,0.933
4016650,2,284,172,0.606
4016710,3,543,416,0.766
4016720,1,477,313,0.656
4016740,2,298,113,0.379
4017020,2,125,54,0.432
4017040,1,259,191,0.737
4017190,3,904,292,0.323
4017220,2,466,234,0.502
4017250,24,13703,8422,0.615
4017280,2,240,232,0.967
4017310,1,161,125,0.776
4017370,2,210,50,0.238
4017580,3,996,644,0.647
4017700,1,366,261,0.713
4017760,3,459,295,0.643
4017850,3,1155,633,0.548
4017880,3,1140,788,0.691
4018000,4,1264,801,0.634
4018090,4,1390,675,0.486
4018240,1,849,411,0.484
4018270,2,135,102,0.756
4018390,2,197,121,0.614
4018480,1,109,84,0.771
4018570,1,381,180,0.472
4018630,3,801,279,0.348
4018660,2,257,178,0.693
4018700,3,1760,1339,0.761
4018780,4,674,469,0.696
4018840,5,1506,736,0.489
4018870,1,94,72,0.766
4018900,1,192,44,0.229
4018960,1,71,60,0.845
4018990,3,1142,861,0.754
4019080,3,1432,628,0.439
4019200,1,659,464,0.704
4019260,2,254,197,0.776
4019290,2,265,219,0.826
4019380,2,320,202,0.631
4019410,2,240,186,0.775
4019440,8,2870,1870,0.652
4019500,1,298,144,0.483
4019560,5,1603,1099,0.686
4019620,2,312,131,0.42
4019680,3,696,418,0.601
4019800,2,851,492,0.578
4019860,6,2194,1710,0.779
4019890,1,223,63,0.283
4019950,21,12436,6677,0.537
4019980,2,205,107,0.522
4020040,2,190,121,0.637
4020080,3,1026,825,0.804
4020100,3,545,254,0.466
4020160,1,367,328,0.894
4020190,1,107,53,0.495
4020250,34,24515,10392,0.424
4020280,2,602,260,0.432
4020310,3,983,516,0.525
4020340,3,589,289,0.491
4020430,1,165,134,0.812
4020460,2,251,154,0.614
4020550,2,598,400,0.669
4020640,2,186,180,0.968
4020880,3,1268,841,0.663
4020910,2,222,103,0.464
4020970,10,4722,3580,0.758
4021000,16,13001,4340,0.334
4021030,2,203,86,0.424
4021120,1,57,57,1
4021180,3,466,156,0.335
4021360,2,247,202,0.818
4021510,4,2517,603,0.24
4021540,3,716,296,0.413
4021600,3,451,326,0.723
4021630,5,2972,1764,0.594
4021720,25,15445,6575,0.426
4021780,3,1143,364,0.318
4021900,1,125,85,0.68
4021930,3,722,442,0.612
4022160,1,172,69,0.401
4022350,1,698,25,0.036
4022410,2,203,182,0.897
4022560,2,282,216,0.766
4022590,3,395,107,0.271
4022620,2,349,262,0.751
4022650,3,320,160,0.5
4022770,58,31870,29216,0.917
4022800,3,1114,986,0.885
4022830,2,692,546,0.789
4022860,2,255,169,0.663
4022950,2,224,113,0.504
4023040,4,1734,759,0.438
4023070,1,50,30,0.6
4023190,1,140,67,0.479
4023220,1,188,114,0.606
4023280,13,9656,2004,0.208
4023340,2,220,152,0.691
4023370,3,729,533,0.731
4023400,1,54,46,0.852
4023430,2,193,132,0.684
4023550,4,1346,770,0.572
4023580,4,702,505,0.719
4023610,3,640,496,0.775
4023700,1,111,88,0.793
4023730,1,182,143,0.786
4023800,4,1516,704,0.464
4023850,3,1040,460,0.442
4023970,7,4823,782,0.162
4024150,1,399,182,0.456
4024180,2,167,100,0.599
4024240,4,1572,540,0.344
4024330,1,220,120,0.545
4024510,3,482,287,0.595
4024630,3,743,434,0.584
4024690,11,4591,2735,0.596
4024720,3,325,172,0.529
4024840,2,451,339,0.752
4024870,5,2204,1247,0.566
4024930,3,1035,407,0.393
4025050,2,640,342,0.534
4025080,1,252,103,0.409
4025170,2,282,226,0.801
4025200,5,2721,1123,0.413
4025230,4,1414,616,0.436
4025290,26,18287,10591,0.579
4025320,3,597,442,0.74
4025410,2,412,412,1
4025470,3,788,391,0.496
4025500,3,451,311,0.69
4025530,1,91,89,0.978
4025590,2,317,252,0.795
4025800,2,121,43,0.355
4025860,3,399,363,0.91
4025920,2,359,201,0.56
4025950,2,429,218,0.508
4026010,1,159,117,0.736
4026100,1,365,76,0.208
4026250,1,166,135,0.813
4026280,2,288,183,0.635
4026310,3,872,683,0.783
4026550,3,475,298,0.627
4026580,1,57,57,1
4026610,2,215,122,0.567
4026640,2,263,141,0.536
4026730,3,722,501,0.694
4026790,4,1870,1223,0.654
4026880,8,4966,2927,0.589
4026910,7,3706,1879,0.507
4026940,2,219,217,0.991
4027000,2,384,220,0.573
4027060,3,687,348,0.507
4027090,2,189,176,0.931
4027240,3,444,225,0.507
4027300,4,1424,1001,0.703
4027330,2,301,113,0.375
4027390,3,1288,447,0.347
4027420,1,125,113,0.904
4027450,1,116,97,0.836
4027540,2,347,156,0.45
4027570,7,3366,2643,0.785
4027630,3,222,145,0.653
4027640,4,1045,573,0.548
4027750,5,2277,776,0.341
4027840,3,269,207,0.77
4027930,3,439,260,0.592
4027960,2,349,246,0.705
4027990,1,386,117,0.303
4028170,3,1080,572,0.53
4028200,3,1038,770,0.742
4028350,2,230,172,0.748
4028590,2,337,128,0.38
4028620,1,94,87,0.926
4028650,3,1183,768,0.649
4028680,9,5994,2752,0.459
4028710,3,1343,1152,0.858
4028800,3,449,345,0.768
4028920,1,39,18,0.462
4028980,3,637,413,0.648
4029010,2,226,208,0.92
4029040,2,415,213,0.513
4029070,3,815,303,0.372
4029100,2,213,165,0.775
4029160,4,1428,751,0.526
4029310,2,121,92,0.76
4029380,6,3493,2249,0.644
4029400,3,533,312,0.585
4029430,2,97,66,0.68
4029520,1,124,88,0.71
4029610,5,1938,1163,0.6
4029640,2,200,146,0.73
4029670,1,215,150,0.698
4029760,1,40,37,0.925
4029820,2,300,152,0.507
4029850,3,296,207,0.699
4029886,2,260,162,0.623
4030030,2,230,173,0.752
4030048,3,379,206,0.544
4030060,3,846,575,0.68
4030120,3,819,476,0.581
4030197,2,553,370,0.669
4030240,69,NA,26169,NA
4030270,2,242,184,0.76
4030290,1,99,84,0.848
4030300,2,293,192,0.655
4030330,2,420,156,0.371
4030360,2,471,300,0.637
4030390,1,69,59,0.855
4030420,5,1951,370,0.19
4030450,1,329,216,0.657
4030480,2,229,132,0.576
4030600,17,15008,9342,0.622
4030630,2,290,142,0.49
4030870,3,918,580,0.632
4030960,2,539,418,0.776
4030990,2,344,234,0.68
4031020,3,435,183,0.421
4031080,2,308,175,0.568
4031110,4,1414,366,0.259
4031140,3,827,635,0.768
4031170,2,303,115,0.38
4031290,3,1277,835,0.654
4031350,4,2066,1546,0.748
4031380,1,68,42,0.618
4031470,3,593,318,0.536
4031500,2,128,78,0.609
4031590,2,214,158,0.738
4031650,2,805,513,0.637
4031710,3,1110,265,0.239
4031770,3,721,567,0.786
4031860,2,242,210,0.868
4031950,2,391,228,0.583
4031980,3,459,334,0.728
4032010,3,455,270,0.593
4032040,2,219,96,0.438
4032070,5,2302,1021,0.444
4032130,2,294,235,0.799
4032190,3,281,185,0.658
4032220,3,395,395,1
4032280,3,535,316,0.591
4032370,8,2748,2509,0.913
4032400,3,966,966,1
4032430,2,392,361,0.921
4032460,4,673,577,0.857
4032610,1,34,31,0.912
4032640,1,126,91,0.722
4032670,1,354,199,0.562
4032700,1,211,109,0.517
4032730,2,216,142,0.657
4032760,1,91,83,0.912
4032790,3,857,509,0.594
4032880,2,318,251,0.789
4032940,2,442,281,0.636
4032970,2,519,230,0.443
4033090,1,418,224,0.536
4033180,7,2520,1197,0.475
4033210,3,497,335,0.674
4033240,3,762,460,0.604
4033300,3,665,372,0.559
4033330,2,109,64,0.587
4033360,3,362,167,0.461
4033390,2,97,73,0.753
4033480,12,9105,5148,0.565
4033540,1,298,276,0.926
4033600,1,304,255,0.839
4033601,2,477,334,0.7
4033602,3,306,228,0.745
4033603,2,304,210,0.691
4200011,1,203,193,0.951
4200012,1,62,54,0.871
4200013,1,1221,1218,0.998
4200014,1,597,594,0.995
4200016,1,169,166,0.982
4200017,1,376,202,0.537
4200018,1,293,290,0.99
4200019,1,310,307,0.99
4200020,1,540,506,0.937
4200021,1,166,153,0.922
4200023,1,63,16,0.254
4200024,1,49,10,0.204
4200025,1,12,9,0.75
4200026,1,196,193,0.985
4200027,1,213,210,0.986
4200030,1,1349,493,0.365
4200035,1,4550,4547,0.999
4200036,1,611,608,0.995
4200038,1,589,454,0.771
4200039,1,562,558,0.993
4200040,1,261,258,0.989
4200041,1,995,982,0.987
4200042,1,263,166,0.631
4200043,1,493,363,0.736
4200044,1,464,3,0.006
4200048,1,67,64,0.955
4200050,1,2860,1310,0.458
4200051,1,1487,704,0.473
4200052,1,861,469,0.545
4200055,1,574,571,0.995
4200056,1,954,802,0.841
4200058,1,270,267,0.989
4200060,1,989,984,0.995
4200061,1,1165,498,0.427
4200062,1,1161,1147,0.988
4200063,1,477,274,0.574
4200065,1,678,665,0.981
4200067,1,1098,325,0.296
4200068,1,620,617,0.995
4200073,1,632,574,0.908
4200074,1,2472,1625,0.657
4200075,1,1489,1486,0.998
4200076,1,1609,1299,0.807
4200077,1,1261,764,0.606
4200079,1,1515,1512,0.998
4200084,1,577,566,0.981
4200085,1,487,484,0.994
4200086,1,416,398,0.957
4200088,1,2961,1640,0.554
4200091,1,1536,267,0.174
4200092,1,699,696,0.996
4200093,1,1786,1779,0.996
4200094,1,577,343,0.594
4200095,1,135,127,0.941
4200096,1,138,135,0.978
4200098,1,1787,726,0.406
4200099,1,610,204,0.334
4200100,1,163,133,0.816
4200101,1,1904,598,0.314
4200104,1,676,193,0.286
4200105,1,623,620,0.995
4200106,1,934,931,0.997
4200107,1,623,620,0.995
4200108,1,774,651,0.841
4200111,1,532,529,0.994
4200114,1,136,44,0.324
4200115,1,585,430,0.735
4200118,1,256,36,0.141
4200119,1,18087,9299,0.514
4200121,1,633,356,0.562
4200122,1,839,836,0.996
4200123,1,819,601,0.734
4200124,1,552,235,0.426
4200125,1,1396,706,0.506
4200126,1,514,251,0.488
4200127,1,3939,1489,0.378
4200128,1,907,542,0.598
4200129,1,606,600,0.99
4200130,1,214,211,0.986
4200133,1,83,80,0.964
4200134,1,349,346,0.991
4200135,1,353,350,0.992
4200136,1,290,287,0.99
4200137,1,381,146,0.383
4200139,1,757,754,0.996
4200140,1,5205,2226,0.428
4200141,1,463,248,0.536
4200143,1,719,88,0.122
4200144,1,1284,1273,0.991
4200145,1,753,746,0.991
4200752,1,774,771,0.996
4200753,1,402,256,0.637
4200758,1,738,735,0.996
4200760,1,780,769,0.986
4200761,1,844,838,0.993
4200762,1,622,432,0.695
4200810,1,721,718,0.996
4200813,1,682,679,0.996
4200814,1,227,138,0.608
4200816,1,640,637,0.995
4200817,1,929,506,0.545
4200818,1,341,115,0.337
4200819,1,812,661,0.814
4200821,1,1075,1061,0.987
4200824,4,2284,500,0.219
4200827,1,624,618,0.99
4200828,1,801,790,0.986
4200829,1,757,751,0.992
4200830,1,653,638,0.977
4200831,1,537,534,0.994
4200832,1,458,455,0.993
4200833,1,839,836,0.996
4200834,1,488,426,0.873
4200835,1,529,330,0.624
4200836,1,264,107,0.405
4200839,1,789,667,0.845
4200840,1,443,440,0.993
4200841,1,231,228,0.987
4200843,1,1679,1671,0.995
4200844,1,89,34,0.382
4200845,1,348,345,0.991
4200846,1,927,924,0.997
4200847,1,306,303,0.99
4200849,1,393,390,0.992
4200850,1,739,736,0.996
4200851,1,1349,1307,0.969
4200852,1,165,90,0.545
4200853,1,419,416,0.993
4200855,1,218,215,0.986
4200856,1,543,540,0.994
4200857,1,692,689,0.996
4200858,1,918,871,0.949
4200859,1,217,214,0.986
4200860,1,341,178,0.522
4200861,1,563,312,0.554
4200862,1,693,688,0.993
4200863,1,972,791,0.814
4200866,1,703,700,0.996
4200867,1,304,108,0.355
4200870,1,561,557,0.993
4200872,1,524,515,0.983
4200873,1,187,184,0.984
4200874,1,622,612,0.984
4200876,1,192,17,0.089
4200879,1,1338,1335,0.998
4200880,1,269,266,0.989
4200883,1,410,335,0.817
4200884,1,289,286,0.99
4200885,1,426,423,0.993
4200886,1,520,517,0.994
4200887,1,6978,2841,0.407
4200888,1,831,822,0.989
4200889,1,492,485,0.986
4200890,1,328,325,0.991
4200891,1,1576,1021,0.648
4200892,1,528,424,0.803
4200893,1,772,769,0.996
4200894,1,521,518,0.994
4200895,1,512,509,0.994
4200896,1,304,136,0.447
4200897,1,308,305,0.99
4200898,1,3612,1663,0.46
4200899,1,379,92,0.243
4200900,1,456,451,0.989
4200901,1,477,474,0.994
4200902,1,335,332,0.991
4200903,1,1106,1103,0.997
4200904,1,180,145,0.806
4200906,1,46,43,0.935
4200907,1,112,76,0.679
4202040,9,8291,2141,0.258
4202100,8,3108,2869,0.923
4202130,2,1015,985,0.97
4202190,2,885,360,0.407
4202280,21,16075,15579,0.969
4202310,2,584,211,0.361
4202340,10,7260,4197,0.578
4202400,6,4977,988,0.199
4202440,5,2267,2186,0.964
4202480,3,1132,628,0.555
4202490,4,1418,452,0.319
4202550,3,1091,667,0.611
4202590,8,4631,3467,0.749
4202600,1,536,173,0.323
4202670,4,2050,1949,0.951
4202700,2,142,55,0.387
4202760,2,484,165,0.341
4202790,4,5015,1311,0.261
4202820,4,1892,254,0.134
4202850,6,4520,303,0.067
4202900,3,221,64,0.29
4202910,5,1508,519,0.344
4202970,4,4340,1748,0.403
4203000,5,2755,1109,0.403
4203120,4,2005,409,0.204
4203180,3,1711,750,0.438
4203210,4,2365,863,0.365
4203240,6,2646,516,0.195
4203300,3,1197,415,0.347
4203330,9,6231,3316,0.532
4203360,3,1069,492,0.46
4203390,3,635,205,0.323
4203420,3,719,264,0.367
4203450,3,1761,657,0.373
4203480,5,2599,2583,0.994
4203510,8,3883,553,0.142
4203570,22,13022,6717,0.516
4203600,3,994,508,0.511
4203630,4,1664,1625,0.977
4203660,5,2466,937,0.38
4203688,4,2309,648,0.281
4203690,2,612,544,0.889
4203750,4,1389,626,0.451
4203840,5,1530,645,0.422
4203870,5,2451,680,0.277
4203900,3,989,967,0.978
4203960,9,6658,1739,0.261
4204020,4,2461,2449,0.995
4204050,3,1285,335,0.261
4204080,3,1529,1431,0.936
4204140,4,1120,578,0.516
4204200,3,1199,829,0.691
4204230,6,5971,3504,0.587
4204260,2,896,394,0.44
4204320,4,1380,620,0.449
4204500,2,979,417,0.426
4204530,4,1758,614,0.349
4204590,10,5940,2532,0.426
4204710,3,890,325,0.365
4204740,3,1283,513,0.4
4204830,2,407,148,0.364
4204860,4,1221,169,0.138
4204890,9,5271,1328,0.252
4204920,2,857,801,0.935
4204980,2,1454,1408,0.968
4205010,10,4916,2092,0.426
4205040,3,1291,779,0.603
4205070,3,975,477,0.489
4205160,3,1479,726,0.491
4205190,6,5263,2031,0.386
4205310,23,17507,1535,0.088
4205340,4,1591,509,0.32
4205370,3,1900,454,0.239
4205400,19,12136,8900,0.733
4205430,3,1485,660,0.444
4205460,3,2797,709,0.253
4205490,7,5518,1911,0.346
4205550,15,8120,4354,0.536
4205640,3,1360,707,0.52
4205700,4,3328,890,0.267
4205730,2,1154,301,0.261
4205760,7,4133,1515,0.367
4205860,6,2723,2679,0.984
4205880,3,1231,525,0.426
4205910,6,3049,1767,0.58
4206030,2,802,767,0.956
4206060,2,729,341,0.468
4206090,2,790,333,0.422
4206120,2,777,723,0.931
4206150,2,2101,1985,0.945
4206240,9,5375,5064,0.942
4206270,5,2972,1039,0.35
4206360,3,1266,1054,0.833
4206365,1,620,271,0.437
4206390,2,422,211,0.5
4206420,2,902,333,0.369
4206430,2,695,676,0.973
4206480,6,4006,1394,0.348
4206550,5,3741,1465,0.392
4206590,5,1843,1710,0.928
4206660,6,3561,3543,0.995
4206780,4,2437,835,0.343
4206810,2,513,477,0.93
4206840,6,4967,1807,0.364
4206860,4,1860,1848,0.994
4206930,2,597,221,0.37
4206960,14,10449,1207,0.116
4207050,2,1160,501,0.432
4207080,8,3188,2431,0.763
4207110,11,9760,2061,0.211
4207140,2,1000,442,0.442
4207200,4,2452,676,0.276
4207230,8,6313,1988,0.315
4207290,4,3091,860,0.278
4207320,4,2168,707,0.326
4207385,1,1083,538,0.497
4207530,7,4322,1666,0.385
4207540,4,1797,583,0.324
4207560,3,1814,767,0.423
4207590,5,3225,767,0.238
4207650,4,2877,1171,0.407
4207680,6,3211,1248,0.389
4207710,16,13059,1471,0.113
4207830,6,3272,3254,0.994
4207980,2,1437,569,0.396
4208010,1,415,281,0.677
4208060,2,1470,1390,0.946
4208280,4,386,329,0.852
4208460,5,2379,852,0.358
4208490,4,1610,604,0.375
4208550,10,7986,2077,0.26
4208580,4,2471,888,0.359
4208670,10,6389,3269,0.512
4208790,5,2257,1054,0.467
4208820,5,2786,1094,0.393
4208850,9,7984,4779,0.599
4209090,6,2346,823,0.351
4209120,7,3663,1148,0.313
4209150,2,1090,508,0.466
4209240,4,1527,836,0.547
4209270,7,3997,1732,0.433
4209300,15,10095,10050,0.996
4209360,4,1191,608,0.51
4209480,6,3873,1089,0.281
4209540,3,935,261,0.279
4209570,3,1845,389,0.211
4209600,3,1281,412,0.322
4209660,3,407,173,0.425
4209690,2,664,652,0.982
4209750,2,575,356,0.619
4209780,4,2265,673,0.297
4209870,2,347,119,0.343
4209930,2,768,394,0.513
4209931,1,30,27,0.9
4209934,1,23,20,0.87
4209940,2,1781,715,0.401
4209960,2,892,357,0.4
4209990,5,1992,854,0.429
4210070,6,4151,1113,0.268
4210110,2,2027,901,0.444
4210115,3,1000,917,0.917
4210200,4,1808,883,0.488
4210230,4,3359,516,0.154
4210350,3,1043,448,0.43
4210380,3,1227,597,0.487
4210440,4,1798,453,0.252
4210530,1,325,191,0.588
4210590,5,4499,525,0.117
4210620,6,3420,3269,0.956
4210650,4,2117,698,0.33
4210710,5,2791,1057,0.379
4210740,3,1542,846,0.549
4210830,2,675,320,0.474
4210860,6,4023,1806,0.449
4210870,6,4606,723,0.157
4210920,5,2582,1277,0.495
4210950,4,2995,2983,0.996
4210980,5,3467,1137,0.328
4211010,4,3022,877,0.29
4211160,2,1252,666,0.532
4211190,3,769,258,0.336
4211220,5,1925,1849,0.961
4211310,3,867,267,0.308
4211340,4,2049,815,0.398
4211400,5,2699,343,0.127
4211420,5,2058,1876,0.912
4211450,5,1982,1099,0.554
4211490,5,2020,678,0.336
4211520,2,254,230,0.906
4211580,12,6356,6320,0.994
4211610,6,4250,1222,0.288
4211670,7,6563,1091,0.166
4211700,11,NA,11248,NA
4211730,3,2001,487,0.243
4211760,9,5288,1684,0.318
4211790,10,7024,2175,0.31
4211820,4,2030,841,0.414
4211880,4,2248,2178,0.969
4211940,5,3176,1061,0.334
4212030,5,2055,654,0.318
4212090,4,1678,721,0.43
4212150,6,2758,1100,0.399
4212170,6,3305,1890,0.572
4212210,2,1104,1023,0.927
4212300,2,402,370,0.92
4212330,2,890,803,0.902
4212335,1,468,457,0.976
4212390,2,774,332,0.429
4212420,2,707,110,0.156
4212480,5,2175,984,0.452
4212540,3,1772,757,0.427
4212570,2,550,300,0.545
4212600,5,2330,930,0.399
4212630,2,712,318,0.447
4212660,3,1005,558,0.555
4212690,6,3947,1517,0.384
4212720,2,866,372,0.43
4212725,9,3621,1883,0.52
4212750,5,1868,665,0.356
4212840,6,3405,1930,0.567
4212930,4,1369,434,0.317
4212990,2,965,391,0.405
4213020,4,1622,578,0.356
4213050,3,1344,452,0.336
4213080,2,868,376,0.433
4213110,4,2822,687,0.243
4213140,19,10160,9612,0.946
4213290,2,792,342,0.432
4213320,6,2731,1285,0.471
4213380,3,1007,246,0.244
4213390,1,387,384,0.992
4213440,7,5039,4922,0.977
4213470,3,611,270,0.442
4213500,3,2188,1042,0.476
4213590,4,1882,477,0.253
4213710,4,1399,835,0.597
4213770,5,1564,593,0.379
4213980,3,1828,623,0.341
4214100,8,3525,865,0.245
4214160,10,8461,1016,0.12
4214190,3,2494,331,0.133
4214250,7,4615,808,0.175
4214310,3,1532,626,0.409
4214430,2,1013,993,0.98
4214460,3,1026,373,0.364
4214550,4,2841,1007,0.354
4214580,9,5941,1653,0.278
4214730,3,1195,569,0.476
4214760,6,3676,824,0.224
4214790,5,3445,212,0.062
4214850,3,917,387,0.422
4214880,4,1535,509,0.332
4214940,4,3097,2870,0.927
4215030,8,4344,1412,0.325
4215120,3,1019,481,0.472
4215150,3,760,350,0.461
4215170,2,1874,930,0.496
4215210,4,1962,1353,0.69
4215240,5,2377,1251,0.526
4215270,1,239,236,0.987
4215290,9,4710,2666,0.566
4215330,9,6274,2539,0.405
4215360,3,722,306,0.424
4215450,2,553,209,0.378
4215480,4,1920,982,0.511
4215510,3,1097,562,0.512
4215540,3,1463,598,0.409
4215600,3,711,671,0.944
4215660,2,932,423,0.454
4215720,3,3033,695,0.229
4215750,4,1753,560,0.319
4215810,3,1196,495,0.414
4215830,7,3756,939,0.25
4215900,3,830,425,0.512
4215960,2,802,391,0.488
4215990,3,1496,1402,0.937
4216020,4,1207,1118,0.926
4216050,2,895,367,0.41
4216110,10,5395,596,0.11
4216170,5,1904,723,0.38
4216200,4,4112,2521,0.613
4216230,2,957,333,0.348
4216290,4,2240,1523,0.68
4216380,6,4821,999,0.207
4216410,10,9255,2823,0.305
4216440,2,1185,275,0.232
4216500,5,3220,3111,0.966
4216530,3,1308,1238,0.946
4216620,4,2990,2978,0.996
4216740,4,1999,1912,0.956
4216860,4,1308,127,0.097
4216890,3,978,459,0.469
4216980,12,7771,7216,0.929
4217010,11,8436,652,0.077
4217100,2,1203,507,0.421
4217130,2,575,230,0.4
4217160,4,1514,646,0.427
4217220,6,4554,901,0.198
4217280,17,12725,3548,0.279
4217310,5,2860,903,0.316
4217370,6,5278,1749,0.331
4217430,3,1412,537,0.38
4217460,2,680,269,0.396
4217520,8,3848,1461,0.38
4217580,3,866,350,0.404
4217610,3,850,459,0.54
4217640,6,2194,738,0.336
4217670,4,1521,598,0.393
4217700,2,495,248,0.501
4217730,5,1997,1160,0.581
4217760,6,3308,784,0.237
4217770,3,1042,981,0.941
4217790,3,921,404,0.439
4217850,4,1978,334,0.169
4217880,4,1263,946,0.749
4217940,7,5054,1244,0.246
4218030,4,2109,838,0.397
4218090,5,1824,1676,0.919
4218120,2,938,394,0.42
4218150,3,1458,338,0.232
4218210,3,323,159,0.492
4218240,2,538,256,0.476
4218270,7,5453,1004,0.184
4218300,6,3379,2262,0.669
4218330,5,1361,266,0.195
4218360,5,1658,586,0.353
4218390,6,3515,843,0.24
4218450,3,1778,1769,0.995
4218510,12,9667,2406,0.249
4218570,3,1450,568,0.392
4218580,6,3282,1091,0.332
4218590,3,3067,2972,0.969
4218630,10,5468,2320,0.424
4218660,8,3840,755,0.197
4218740,6,2563,1074,0.419
