district_id,school_id,school_name,school_type,school_level,enroll21_nces
1302790,130279001201,HEARD COUNTY HIGH SCHOOL,1-Regular school,High,599
4822830,482283002313,HEARNE JH/HS,1-Regular school,High,226
3000099,300009900924,HEART BUTTE HIGH SCHOOL,1-Regular school,High,66
5602070,560207000560,HEART MOUNTAIN ACADEMY,1-Regular school,High,28
3100117,310011700602,HEARTLAND COMMUNITY HIGH SCH,1-Regular school,High,162
3904411,390441101057,HEATH HIGH SCHOOL,1-Regular school,High,524
4014160,401416000668,HEAVENER HS,1-Regular school,High,308
4824750,482475002768,HEBBRONVILLE H S,1-Regular school,High,327
0507560,050756000467,HEBER SPRINGS HIGH SCHOOL,1-Regular school,High,442
4827300,482730008195,HEBRON H S,1-Regular school,High,3646
1800750,180075000153,HEBRON HIGH SCHOOL,1-Regular school,High,357
3809180,380918000296,HEBRON HIGH SCHOOL,1-Regular school,High,70
0635310,063531012133,HECTOR G. GODINEZ,1-Regular school,High,2409
0507620,050762000472,HECTOR HIGH SCHOOL,1-Regular school,High,296
4826790,482679011365,HECTOR J GARCIA EARLY COLLEGE H S,1-Regular school,High,426
5400060,540006000019,HEDGESVILLE HIGH SCHOOL,1-Regular school,High,1268
3703570,370357002646,HEIDE TRASK HIGH,1-Regular school,High,685
2801380,280138000204,HEIDELBERG HIGH SCHOOL,1-Regular school,High,240
4823640,482364002562,HEIGHTS H S,1-Regular school,High,2450
2012990,201299000350,HEIGHTS HIGH,1-Regular school,High,1187
0622710,062271012234,HELEN BERNSTEIN HIGH,1-Regular school,High,690
2200840,220084000592,HELEN COX HIGH SCHOOL,1-Regular school,High,959
0103030,010303002191,HELENA HIGH SCHOOL,1-Regular school,High,1373
3013830,301383000430,HELENA HIGH SCHOOL,1-Regular school,High,1254
0602211,060221102023,HELIX HIGH,1-Regular school,High,2469
2200540,220054002311,HELIX MENTORSHIP STEAM ACADEMY,1-Regular school,High,464
3018540,301854000562,HELLGATE HIGH SCHOOL,1-Regular school,High,1210
5601700,560170000385,HEM JUNIOR/SENIOR HIGH SCHOOL,1-Regular school,High,97
0616920,061692002154,HEMET HIGH,1-Regular school,High,2407
3171730,317173001063,HEMINGFORD HIGH SCHOOL,1-Regular school,High,166
4503780,450378001108,HEMINGWAY HIGH,1-Regular school,High,239
2618180,261818005487,HEMLOCK HIGH SCHOOL,1-Regular school,High,373
4211760,421176004404,HEMPFIELD AREA SHS,1-Regular school,High,1751
4211790,421179002578,HEMPFIELD SHS,1-Regular school,High,2159
4822890,482289002319,HEMPHILL H S,1-Regular school,High,263
4822920,482292002321,HEMPSTEAD H S,1-Regular school,High,396
1909480,190948000608,HEMPSTEAD HIGH SCHOOL,1-Regular school,High,1700
3614130,361413001152,HEMPSTEAD HIGH SCHOOL,1-Regular school,High,1773
3702100,370210003139,HENDERSON COUNTY EARLY COLLEGE,1-Regular school,High,209
2102710,210271000577,HENDERSON COUNTY HIGH SCHOOL,1-Regular school,High,2052
4822970,482297002325,HENDERSON H S,1-Regular school,High,971
3702100,370210000928,HENDERSONVILLE HIGH,1-Regular school,High,753
4704020,470402001662,HENDERSONVILLE HIGH SCHOOL,1-Regular school,High,1571
3614190,361419001165,HENDRICK HUDSON HIGH SCHOOL,1-Regular school,High,760
2713680,271368004530,HENDRICKS SENIOR HIGH,1-Regular school,High,41
4834830,483483009531,HENDRICKSON H S,1-Regular school,High,2133
4107020,410702000510,HENLEY HIGH SCHOOL,1-Regular school,High,662
4014340,401434000678,HENNESSEY HS,1-Regular school,High,230
2713860,271386000712,HENNING SECONDARY,1-Regular school,High,155
3628590,362859003864,HENNINGER HIGH SCHOOL,1-Regular school,High,1663
5101890,510189000804,HENRICO HIGH,1-Regular school,High,1500
4822980,482298002331,HENRIETTA H S,1-Regular school,High,272
5302700,530270003463,HENRIETTA LACKS HEALTH AND BIOSCIENCE HIGH SCHOOL,1-Regular school,High,550
2101860,210186000364,HENRY CLAY HIGH SCHOOL,1-Regular school,High,2054
4701830,470183000617,HENRY CO HIGH SCHOOL,1-Regular school,High,945
2102760,210276000590,HENRY COUNTY HIGH SCHOOL,1-Regular school,High,663
2400270,240027000597,HENRY E. LACKEY HIGH SCHOOL,1-Regular school,High,1024
2600171,260017101040,HENRY FORD ACADEMY,1-Regular school,High,513
4801412,480141212313,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,1-Regular school,High,102
2611600,261160007810,HENRY FORD EARLY COLLEGE,1-Regular school,High,237
2611600,261160008706,HENRY FORD EARLY COLLEGEADVANCED MANUFACTURING,1-Regular school,High,305
2601103,260110304734,HENRY FORD HIGH SCHOOL,1-Regular school,High,747
2634470,263447007025,HENRY FORD II HIGH SCHOOL,1-Regular school,High,1780
0634320,063432005479,HENRY HIGH,1-Regular school,High,2567
2721240,272124000977,HENRY HIGH,1-Regular school,High,949
4632340,463234000276,HENRY HIGH SCHOOL - 01,1-Regular school,High,50
3407050,340705003844,HENRY HUDSON REGIONAL SCHOOL,1-Regular school,High,306
1500030,150003000228,HENRY J KAISER HIGH SCHOOL,1-Regular school,High,1180
0613920,061392008290,HENRY J. KAISER HIGH,1-Regular school,High,2148
0629610,062961004587,HENRY M. GUNN HIGH,1-Regular school,High,1936
5302670,530267001726,HENRY M. JACKSON HIGH SCHOOL,1-Regular school,High,2263
3402800,340280000300,HENRY P. BECTON REGIONAL HIGH SCHOOL,1-Regular school,High,576
1500030,150003000056,HENRY PERRINE BALDWIN HIGH SCHOOL,1-Regular school,High,1299
3407830,340783002772,HENRY SNYDER HIGH SCHOOL,1-Regular school,High,776
1700115,170011505395,HENRY-SENACHWINE HIGH SCHOOL,1-Regular school,High,145
4014370,401437000680,HENRYETTA HS,1-Regular school,High,321
1800212,180021201531,HENRYVILLE JR & SR HIGH SCHOOL,1-Regular school,High,490
1304380,130438001549,HEPHZIBAH HIGH SCHOOL,1-Regular school,High,957
4108520,410852000861,HEPPNER JUNIOR/SENIOR HIGH SCHOOL,1-Regular school,High,138
3600085,360008501964,HERBERT H LEHMAN HIGH SCHOOL,1-Regular school,High,1010
0614550,061455001737,HERBERT HOOVER HIGH,1-Regular school,High,2018
0615240,061524001933,HERBERT HOOVER HIGH,1-Regular school,High,1518
5400600,540060000403,HERBERT HOOVER HIGH SCHOOL,1-Regular school,High,784
2914250,291425000639,HERCULANEUM HIGH,1-Regular school,High,470
0632550,063255008691,HERCULES HIGH,1-Regular school,High,798
4823010,482301002335,HEREFORD H S,1-Regular school,High,1115
2400120,240012001432,HEREFORD HIGH,1-Regular school,High,1285
2007110,200711001309,HERINGTON HIGH,1-Regular school,High,142
0400053,040005300754,HERITAGE ACADEMY,1-Regular school,High,776
0400911,040091103440,HERITAGE ACADEMY GATEWAY,1-Regular school,High,678
2721240,272124004903,HERITAGE ACADEMY HIGH,1-Regular school,High,121
0400926,040092603451,HERITAGE ACADEMY LAVEEN,1-Regular school,High,553
0400053,040005303602,HERITAGE ACADEMY MARICOPA,1-Regular school,High,679
4820010,482001012192,HERITAGE H S,1-Regular school,High,2102
5102640,510264001451,HERITAGE HIGH,1-Regular school,High,1191
3704720,370472003226,HERITAGE HIGH,1-Regular school,High,1921
5102340,510234000960,HERITAGE HIGH,1-Regular school,High,1042
0621600,062160010755,HERITAGE HIGH,1-Regular school,High,2654
0630210,063021011848,HERITAGE HIGH,1-Regular school,High,2911
1700106,170010605361,HERITAGE HIGH SCHOOL,1-Regular school,High,120
5302700,530270002711,HERITAGE HIGH SCHOOL,1-Regular school,High,1715
0805310,080531000881,HERITAGE HIGH SCHOOL,1-Regular school,High,1719
1300930,130093003688,HERITAGE HIGH SCHOOL,1-Regular school,High,1262
1304410,130441001591,HERITAGE HIGH SCHOOL,1-Regular school,High,1817
4700300,470030000072,HERITAGE HIGH SCHOOL,1-Regular school,High,1497
1200150,120015007530,HERITAGE HIGH SCHOOL,1-Regular school,High,1899
2630450,263045006701,HERITAGE HIGH SCHOOL,1-Regular school,High,1440
1808010,180801001376,HERITAGE HILLS HIGH SCHOOL,1-Regular school,High,571
1802850,180285000344,HERITAGE JR/SR HIGH SCHOOL,1-Regular school,High,786
5304860,530486002476,HERITAGE SCHOOL,1-Regular school,High,93
3600079,360007902929,HERITAGE SCHOOL (THE),1-Regular school,High,319
3614220,361422001168,HERKIMER HIGH SCHOOL,1-Regular school,High,562
0600011,060001109065,HERLONG HIGH,1-Regular school,High,32
2713890,271389000714,HERMAN SECONDARY,1-Regular school,High,40
2914280,291428000646,HERMANN HIGH,1-Regular school,High,359
2713920,271392000716,HERMANTOWN SENIOR HIGH,1-Regular school,High,679
4106300,410630001097,HERMISTON HIGH SCHOOL,1-Regular school,High,1703
2914310,291431000649,HERMITAGE HIGH,1-Regular school,High,82
5101890,510189000806,HERMITAGE HIGH,1-Regular school,High,1672
0507710,050771000485,HERMITAGE HIGH SCHOOL,1-Regular school,High,231
2306510,230651000281,HERMON HIGH SCHOOL,1-Regular school,High,523
1200810,120081007842,HERNANDO ESCHOOL VIRTUAL FRANCHISE,1-Regular school,High,991
2801320,280132000187,HERNANDO HIGH SCHOOL,1-Regular school,High,1340
1200810,120081000890,HERNANDO HIGH SCHOOL,1-Regular school,High,1094
5101260,510126000495,HERNDON HIGH,1-Regular school,High,2286
2713930,271393000017,HERON LAKE-OKABENA SECONDARY,1-Regular school,High,184
4632430,463243000278,HERREID HIGH SCHOOL - 01,1-Regular school,High,35
3614280,361428001177,HERRICKS HIGH SCHOOL,1-Regular school,High,1347
4900420,490042001338,HERRIMAN HIGH,1-Regular school,High,2076
1718810,171881002161,HERRIN HIGH SCHOOL,1-Regular school,High,687
1800058,180005802315,HERRON HIGH SCHOOL,1-Regular school,High,951
1718840,171884002170,HERSCHER HIGH SCHOOL,1-Regular school,High,480
3171820,317182001067,HERSHEY HIGH SCHOOL,1-Regular school,High,258
4207590,420759004801,HERSHEY HS,1-Regular school,High,1209
3702160,370216003106,HERTFORD CO EARLY COLLEGE,1-Regular school,High,184
3702160,370216002208,HERTFORD COUNTY HIGH,1-Regular school,High,602
0600014,060001409072,HESPERIA HIGH,1-Regular school,High,2166
2618270,261827005491,HESPERIA HIGH SCHOOL,1-Regular school,High,292
2007170,200717001194,HESSTON HIGH,1-Regular school,High,244
3809410,380941000299,HETTINGER HIGH SCHOOL,1-Regular school,High,122
0100013,010001301682,HEWITTTRUSSVILLE HIGH SCHOOL,1-Regular school,High,1550
1718870,171887002174,HEYWORTH JR-SR HIGH SCHOOL,1-Regular school,High,408
2623820,262382006068,HH DOW HIGH SCHOOL,1-Regular school,High,1258
1200390,120039006229,HIALEAH GARDENS SENIOR HIGH SCHOOL,1-Regular school,High,2653
1200390,120039000591,HIALEAH SENIOR HIGH SCHOOL,1-Regular school,High,1913
1200390,120039000592,HIALEAH-MIAMI LAKES SENIOR HIGH,1-Regular school,High,1468
2700288,270028804862,HIAWATHA COLLEGIATE HIGH SCHOOL,1-Regular school,High,560
1721300,172130002403,HIAWATHA JR/SR HIGH SCHOOL,1-Regular school,High,229
2000006,200000600976,HIAWATHA SR HIGH,1-Regular school,High,271
2713980,271398001539,HIBBING HIGH,1-Regular school,High,1043
3700580,370058000231,HIBRITEN HIGH,1-Regular school,High,836
4701860,470186000625,HICKMAN CO SR HIGH SCHOOL,1-Regular school,High,455
2102790,210279000594,HICKMAN COUNTY HIGH SCHOOL,1-Regular school,High,323
4701860,470186002620,HICKMAN COUNTY LEARNING ACADEMY,1-Regular school,High,27
3702190,370219002108,HICKORY CAREER  ARTS MAGNET HIGH SCHOOL,1-Regular school,High,206
3702190,370219000943,HICKORY HIGH,1-Regular school,High,1012
5100810,510081001482,HICKORY HIGH,1-Regular school,High,1665
4211820,421182003150,HICKORY HS,1-Regular school,High,828
3700530,370053002833,HICKORY RIDGE HIGH,1-Regular school,High,1655
3904541,390454102207,HICKSVILLE HIGH SCHOOL,1-Regular school,High,382
3614340,361434001185,HICKSVILLE HIGH SCHOOL,1-Regular school,High,1735
4823070,482307002345,HICO H S,1-Regular school,High,269
4823100,482310002347,HIDALGO EARLY COLLEGE H S,1-Regular school,High,1051
5103330,510333002308,HIDDEN VALLEY HIGH,1-Regular school,High,781
4106900,410690000479,HIDDEN VALLEY HIGH SCHOOL,1-Regular school,High,598
2914370,291437000667,HIGBEE HIGH,1-Regular school,High,54
5509870,550987002821,HIGH MARQ ENVIRONMENTAL CHARTER SCHOOL,1-Regular school,High,32
3100123,310012300815,HIGH PLAINS COMMUNITY JR/SR HIGH SCHOOL,1-Regular school,High,110
4801450,480145013162,HIGH POINT ACADEMY,1-Regular school,High,433
3701920,370192000956,HIGH POINT CENTRAL HIGH,1-Regular school,High,1165
2400510,240051001059,HIGH POINT HIGH,1-Regular school,High,2634
3407140,340714005358,HIGH POINT REGIONAL HIGH SCHOOL DISTRICT,1-Regular school,High,841
2621870,262187005912,HIGH SCHOOL,1-Regular school,High,1335
2621870,262187005918,HIGH SCHOOL  NORTH,1-Regular school,High,1755
3600077,360007700649,HIGH SCHOOL 560 CITY-AS-SCHOOL,1-Regular school,High,487
3100003,310000300918,HIGH SCHOOL AT BRAINARD,1-Regular school,High,127
3176380,317638001570,HIGH SCHOOL AT DUNNING,1-Regular school,High,40
3172335,317233501099,HIGH SCHOOL AT JOHNSON,1-Regular school,High,135
3177550,317755001654,HIGH SCHOOL AT SYRACUSE,1-Regular school,High,206
3100071,310007101662,HIGH SCHOOL AT TEKAMAH,1-Regular school,High,216
3600098,360009803154,HIGH SCHOOL FOR ARTS AND BUSINESS,1-Regular school,High,768
3600120,360012005717,HIGH SCHOOL FOR CIVIL RIGHTS,1-Regular school,High,192
3600077,360007703705,HIGH SCHOOL FOR CLIMATE JUSTICE (THE),1-Regular school,High,354
3600100,360010006213,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,1-Regular school,High,463
3600088,360008805543,HIGH SCHOOL FOR CONTEMPORARY ARTS,1-Regular school,High,325
3600077,360007705532,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,1-Regular school,High,403
3600119,360011903091,HIGH SCHOOL FOR ENTERPRISE BUSINESS & TECHNOLOGY (THE),1-Regular school,High,691
3600077,360007700116,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,1-Regular school,High,1188
3600083,360008306099,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,1-Regular school,High,155
3600095,360009505713,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),1-Regular school,High,239
3600083,360008303692,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,1-Regular school,High,398
3600077,360007700691,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES,1-Regular school,High,1799
3600077,360007706105,HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY (THE),1-Regular school,High,242
3600088,360008806245,HIGH SCHOOL FOR LANGUAGE AND INNOVATION,1-Regular school,High,361
3600083,360008303691,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,1-Regular school,High,442
3600078,360007805113,HIGH SCHOOL FOR LAW ADVOCACY AND COMMUNITY JUSTICE,1-Regular school,High,402
3600083,360008303685,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,1-Regular school,High,313
3600096,360009606023,HIGH SCHOOL FOR MEDICAL PROFESSIONS,1-Regular school,High,476
3600095,360009505510,HIGH SCHOOL FOR PUBLIC SERVICE-HEROES OF TOMORROW,1-Regular school,High,522
2700160,270016002955,HIGH SCHOOL FOR RECORDING ARTS,1-Regular school,High,323
3600095,360009505715,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,1-Regular school,High,261
3600087,360008705181,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,1-Regular school,High,403
3600086,360008605547,HIGH SCHOOL FOR VIOLIN AND DANCE,1-Regular school,High,208
3600095,360009505714,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,1-Regular school,High,456
2101320,210132002329,HIGH SCHOOL HOMEBOUND,1-Regular school,High,7
0902790,090279000558,HIGH SCHOOL IN THE COMMUNITY,1-Regular school,High,278
2506660,250666002628,HIGH SCHOOL LEARNING CENTER,1-Regular school,High,167
3600081,360008105116,HIGH SCHOOL MATHEMATICS SCIENCE AND ENGINEERING AT CCNY,1-Regular school,High,496
3600087,360008705190,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,1-Regular school,High,385
3600098,360009805829,HIGH SCHOOL OF APPLIED COMMUNICATIONS,1-Regular school,High,395
3600078,360007805114,HIGH SCHOOL OF ARTS AND TECHNOLOGY,1-Regular school,High,459
2511130,251113001806,HIGH SCHOOL OF COMMERCE,1-Regular school,High,1207
3600077,360007700700,HIGH SCHOOL OF ECONOMICS & FINANCE,1-Regular school,High,735
5503510,550351002988,HIGH SCHOOL OF HEALTH SCIENCES,1-Regular school,High,200
3600077,360007705624,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,1-Regular school,High,316
3600152,360015205827,HIGH SCHOOL OF SPORTS MANAGEMENT,1-Regular school,High,278
3600151,360015101916,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,1-Regular school,High,1273
3600090,360009001767,HIGH SCHOOL OF WORLD CULTURES,1-Regular school,High,295
0601753,060175308599,HIGH TECH HIGH,1-Regular school,High,527
0602061,060206112083,HIGH TECH HIGH CHULA VISTA,1-Regular school,High,607
0601891,060189111138,HIGH TECH HIGH INTERNATIONAL,1-Regular school,High,403
0601515,060151511386,HIGH TECH HIGH MEDIA ARTS,1-Regular school,High,404
0602341,060234114220,HIGH TECH HIGH MESA,1-Regular school,High,318
0601818,060181812064,HIGH TECH HIGH NORTH COUNTY,1-Regular school,High,422
0601684,060168410829,HIGH TECH LA,1-Regular school,High,369
2700140,270014004749,HIGHER GROUND SECONDARY ACADEMY,1-Regular school,High,421
0200180,020018000555,HIGHLAND ACADEMY CHARTER,1-Regular school,High,170
5506420,550642000699,HIGHLAND COMMUNITY HIGH,1-Regular school,High,92
0602820,060282009515,HIGHLAND HIGH,1-Regular school,High,2801
3500060,350006000063,HIGHLAND HIGH,1-Regular school,High,1147
4900870,490087000496,HIGHLAND HIGH,1-Regular school,High,1806
5101950,510195000862,HIGHLAND HIGH,1-Regular school,High,95
0619540,061954002345,HIGHLAND HIGH,1-Regular school,High,2578
3904880,390488003408,HIGHLAND HIGH SCHOOL,1-Regular school,High,532
5303510,530351002876,HIGHLAND HIGH SCHOOL,1-Regular school,High,360
1602640,160264000472,HIGHLAND HIGH SCHOOL,1-Regular school,High,1534
0403400,040340000246,HIGHLAND HIGH SCHOOL,1-Regular school,High,2774
1914010,191401000839,HIGHLAND HIGH SCHOOL,1-Regular school,High,171
0802310,080231000050,HIGHLAND HIGH SCHOOL,1-Regular school,High,267
1718990,171899002179,HIGHLAND HIGH SCHOOL,1-Regular school,High,904
1804560,180456000763,HIGHLAND HIGH SCHOOL,1-Regular school,High,1061
0507770,050777000491,HIGHLAND HIGH SCHOOL,1-Regular school,High,514
3614400,361440001192,HIGHLAND HIGH SCHOOL,1-Regular school,High,530
3904849,390484903274,HIGHLAND HIGH SCHOOL,1-Regular school,High,1037
2918460,291846000993,HIGHLAND JR.-SR. HIGH,1-Regular school,High,408
4823250,482325002357,HIGHLAND PARK H S,1-Regular school,High,2212
4835560,483556006160,HIGHLAND PARK H S,1-Regular school,High,243
2012260,201226001476,HIGHLAND PARK HIGH,1-Regular school,High,838
3407170,340717003372,HIGHLAND PARK HIGH SCHOOL,1-Regular school,High,477
1719080,171908002194,HIGHLAND PARK HIGH SCHOOL,1-Regular school,High,1831
2733840,273384001592,HIGHLAND PARK SENIOR HIGH,1-Regular school,High,1381
0400966,040096603572,HIGHLAND PREP,1-Regular school,High,428
3401770,340177001336,HIGHLAND REGIONAL HIGH SCHOOL,1-Regular school,High,1188
3701620,370162002521,HIGHLAND SCH OF TECHNOLOGY,1-Regular school,High,555
5101890,510189000809,HIGHLAND SPRINGS HIGH,1-Regular school,High,1977
4400031,440003100521,HIGHLANDER SECONDARY CHARTER S,1-Regular school,High,333
4838730,483873004360,HIGHLANDS H S,1-Regular school,High,1525
0601332,060133201988,HIGHLANDS HIGH,1-Regular school,High,737
2102040,210204000428,HIGHLANDS HIGH SCHOOL,1-Regular school,High,1036
0803450,080345001437,HIGHLANDS RANCH HIGH SCHOOL,1-Regular school,High,1625
4211880,421188005153,HIGHLANDS SHS,1-Regular school,High,726
1200840,120084007753,HIGHLANDS VIRTUAL FRANCHISE,1-Regular school,High,0
1200840,120084007859,HIGHLANDS VIRTUAL FRANCHISE,1-Regular school,High,0
5303540,530354000531,HIGHLINE HIGH SCHOOL,1-Regular school,High,1037
4680440,468044000324,HIGHMORE HIGH SCHOOL - 01,1-Regular school,High,76
4819650,481965007885,HIGHTOWER H S,1-Regular school,High,2150
3404320,340432003054,HIGHTSTOWN HIGH SCHOOL,1-Regular school,High,1658
3014070,301407000437,HIGHWOOD HIGH SCHOOL,1-Regular school,High,29
0403780,040378002119,HIGLEY HIGH SCHOOL,1-Regular school,High,2069
3904768,390476802938,HILAND HIGH SCHOOL,1-Regular school,High,400
5506450,550645000701,HILBERT HIGH,1-Regular school,High,158
0622710,062271013101,HILDA L. SOLIS LRNG ACAD SCH OF TECH BUSINESS AND ED,1-Regular school,High,248
4633360,463336000280,HILL CITY HIGH SCHOOL - 01,1-Regular school,High,168
2007260,200726001954,HILL CITY JUNIOR-SENIOR HIGH,1-Regular school,High,184
2714010,271401000724,HILL CITY SENIOR HIGH,1-Regular school,High,83
4218990,421899003711,HILL FREEDMAN WORLD ACADEMY,1-Regular school,High,673
0902790,090279000556,HILL REGIONAL CAREER HIGH SCHOOL,1-Regular school,High,652
4816230,481623001277,HILLCREST H S,1-Regular school,High,1488
0602430,060243013184,HILLCREST HIGH,1-Regular school,High,1786
4502310,450231000567,HILLCREST HIGH,1-Regular school,High,2336
2928860,292886001800,HILLCREST HIGH,1-Regular school,High,1048
4900142,490014200305,HILLCREST HIGH,1-Regular school,High,1971
0500071,050007101010,HILLCREST HIGH SCHOOL,1-Regular school,High,192
3600100,360010001965,HILLCREST HIGH SCHOOL,1-Regular school,High,2877
0100870,010087001766,HILLCREST HIGH SCHOOL,1-Regular school,High,308
1707050,170705000365,HILLCREST HIGH SCHOOL,1-Regular school,High,1311
4700147,470014702466,HILLCREST HIGH SCHOOL,1-Regular school,High,412
1600930,160093000024,HILLCREST HIGH SCHOOL,1-Regular school,High,1122
0103390,010339000052,HILLCREST HIGH SCHOOL,1-Regular school,High,1314
4014520,401452001898,HILLDALE HS,1-Regular school,High,541
1301290,130129003649,HILLGROVE HIGH SCHOOL,1-Regular school,High,2302
3904701,390470105403,HILLIARD BRADLEY HIGH SCHOOL,1-Regular school,High,1753
3904701,390470100663,HILLIARD DARBY HIGH SCHOOL,1-Regular school,High,1645
3904701,390470102748,HILLIARD DAVIDSON HIGH SCHOOL,1-Regular school,High,1865
1201350,120135001315,HILLIARD MIDDLE-SENIOR HIGH,1-Regular school,High,786
2618360,261836005503,HILLMAN COMMUNITY JRSR HIGH SCHOOL,1-Regular school,High,255
2624420,262442006104,HILLMCCLOY HIGH SCHOOL,1-Regular school,High,458
2714040,271404000727,HILLS-BEAVER CREEK SECONDARY,1-Regular school,High,232
4823280,482328002363,HILLSBORO H S,1-Regular school,High,533
2914430,291443000675,HILLSBORO HIGH,1-Regular school,High,1122
5506480,550648000703,HILLSBORO HIGH,1-Regular school,High,285
4703180,470318001318,HILLSBORO HIGH,1-Regular school,High,1241
1719200,171920002206,HILLSBORO HIGH SCHOOL,1-Regular school,High,472
4100023,410002301252,HILLSBORO HIGH SCHOOL,1-Regular school,High,1255
3809570,380957000302,HILLSBORO HIGH SCHOOL,1-Regular school,High,226
3904412,390441201059,HILLSBORO HIGH SCHOOL,1-Regular school,High,673
2007290,200729000961,HILLSBORO MIDDLE/HIGH SCHOOL,1-Regular school,High,325
2900009,290000902713,HILLSBORO TREATMENT CTR.,1-Regular school,High,11
3303750,330375000166,HILLSBORO-DEERING HIGH SCHOOL,1-Regular school,High,382
3407230,340723005222,HILLSBOROUGH HIGH SCHOOL,1-Regular school,High,2318
1200870,120087000960,HILLSBOROUGH HIGH SCHOOL,1-Regular school,High,1894
0634980,063498005923,HILLSDALE HIGH,1-Regular school,High,1689
3904582,390458202352,HILLSDALE HIGH SCHOOL,1-Regular school,High,218
2618390,261839005507,HILLSDALE HIGH SCHOOL,1-Regular school,High,453
3600100,360010006174,HILLSIDE ARTS & LETTERS ACADEMY,1-Regular school,High,445
4619170,461917001359,HILLSIDE COLONY HIGH SCHOOL - 07,1-Regular school,High,6
3701260,370126000385,HILLSIDE HIGH,1-Regular school,High,1456
3407290,340729005540,HILLSIDE HIGH SCHOOL,1-Regular school,High,861
3905063,390506304012,HILLTOP HIGH SCHOOL,1-Regular school,High,203
0638640,063864006484,HILLTOP SENIOR HIGH,1-Regular school,High,1911
4703180,470318001319,HILLWOOD HIGH,1-Regular school,High,1080
0617220,061722002177,HILMAR HIGH,1-Regular school,High,715
1500030,150003000029,HILO HIGH SCHOOL,1-Regular school,High,1272
4501110,450111001350,HILTON HEAD ISLAND HIGH,1-Regular school,High,1359
3614460,361446001198,HILTON HIGH SCHOOL,1-Regular school,High,1405
1719260,171926002213,HINCKLEY-BIG ROCK HIGH SCHOOL,1-Regular school,High,209
2714070,271407000729,HINCKLEY-FINLAYSON SECONDARY,1-Regular school,High,409
2506090,250609000872,HINGHAM HIGH,1-Regular school,High,1286
0802340,080234000064,HINKLEY HIGH SCHOOL,1-Regular school,High,1961
1719320,171932002222,HINSDALE CENTRAL HIGH SCHOOL,1-Regular school,High,2613
3014370,301437000444,HINSDALE HIGH SCHOOL,1-Regular school,High,24
3303780,330378000168,HINSDALE HIGH SCHOOL,1-Regular school,High,132
1719320,171932002223,HINSDALE SOUTH HIGH SCHOOL,1-Regular school,High,1363
1914160,191416000844,HINTON HIGH SCHOOL,1-Regular school,High,347
4014610,401461000685,HINTON HS,1-Regular school,High,203
1304020,130402002338,HIRAM HIGH SCHOOL,1-Regular school,High,1452
2926760,292676003154,HIRAM NEUWOEHNER,1-Regular school,High,117
0633840,063384005247,HIRAM W. JOHNSON HIGH,1-Regular school,High,1879
1709930,170993000879,HIRSCH METROPOLITAN HIGH SCHOOL,1-Regular school,High,304
4845780,484578005210,HIRSCHI H S,1-Regular school,High,859
3100120,310012001562,HITCHCOCK CO JR/SR HIGH SCHOOL,1-Regular school,High,137
4823310,482331002367,HITCHCOCK H S,1-Regular school,High,378
4600046,460004601163,HITCHCOCK-TULARE HIGH SCHOOL - 01,1-Regular school,High,59
3700780,370078002626,HIWASSEE DAM HIGH,1-Regular school,High,161
4701590,470159000750,HIXSON HIGH SCHOOL,1-Regular school,High,880
2700342,270034204092,HMONG COLLEGE PREP ACADEMY HS,1-Regular school,High,685
1804590,180459000774,HOBART HIGH SCHOOL,1-Regular school,High,1265
4014700,401470000691,HOBART HS,1-Regular school,High,188
3501260,350126000350,HOBBS HIGH,1-Regular school,High,2004
3704140,370414001672,HOBBTON HIGH,1-Regular school,High,449
3407350,340735002746,HOBOKEN HIGH SCHOOL,1-Regular school,High,428
3014430,301443000446,HOBSON HIGH SCHOOL,1-Regular school,High,40
5303570,530357002938,HOCKINSON HIGH SCHOOL,1-Regular school,High,660
2314762,231476223151,HODGDON MIDDLE/HIGH SCHOOL,1-Regular school,High,209
2007800,200780000108,HODGEMAN COUNTY HIGH,1-Regular school,High,138
1730450,173045003164,HOFFMAN ESTATES HIGH SCHOOL,1-Regular school,High,1999
2900014,290001402743,HOGAN PREPARATORY ACADEMY,1-Regular school,High,364
2900009,290000901195,HOGAN ST REGIONAL YOUTH CTR.,1-Regular school,High,18
