district_id,district,high_schools,hs_with_ap,pct_hs_with_ap,d_ap_enroll,d_ap_enroll_latinx,d_ap_enroll_native,d_ap_enroll_asian,d_ap_enroll_hawpi,d_ap_enroll_black,d_ap_enroll_white,d_ap_enroll_twoplus,d_hs_enroll,d_hs_enroll_latinx,d_hs_enroll_native,d_hs_enroll_asian,d_hs_enroll_hawpi,d_hs_enroll_black,d_hs_enroll_white,d_hs_enroll_twoplus,pct_ap_enroll_d,pct_latinx_ap_enroll_d,pct_native_ap_enroll_d,pct_asian_ap_enroll_d,pct_hawpi_ap_enroll_d,pct_black_ap_enroll_d,pct_white_ap_enroll_d,pct_twoplus_ap_enroll_d,schools,schools_with_oos,pct_oos_d,pct_latinx_oos_d,pct_native_oos_d,pct_asian_oos_d,pct_hawpi_oos_d,pct_black_oos_d,pct_white_oos_d,pct_twoplus_oos_d
3613830,Hartford Central School District,1,1,1,13,0,0,0,0,0,13,0,226,5,0,1,0,0,219,1,0.06,0,NA,0,NA,NA,0.06,0,2,2,0.03,0,NA,0,NA,0,0.03,0
3613950,Hastings-On-Hudson Union Free School District,1,1,1,153,11,0,8,0,2,119,13,528,70,0,28,0,12,381,34,0.29,0.16,NA,0.29,NA,0.17,0.31,0.38,3,3,0,0,NA,0,0,0,0,0
3613980,Hauppauge Union Free School District,1,1,1,439,34,1,51,0,16,330,7,1174,133,2,87,0,48,881,21,0.37,0.26,0.5,0.59,NA,0.33,0.37,0.33,5,5,0.01,0.02,0,0,0,0.03,0.01,0.05
3614010,Haverstraw-Stony Point Csd (North Rockland),1,1,1,378,138,0,45,2,47,145,1,2627,1499,7,104,4,376,597,9,0.14,0.09,0,0.43,0.5,0.12,0.24,0.11,8,8,0.01,0.01,0,0,0,0.01,0,0
3614130,Hempstead Union Free School District,1,1,1,0,301,0,0,0,79,10,3,1773,1321,9,20,0,386,41,15,0,0.23,0,0,NA,0.2,0.24,0.2,10,9,0,0,0,0,0,0,0,0
3614190,Hendrick Hudson Central School District,1,1,1,255,47,0,18,0,8,175,7,764,218,1,26,1,36,447,33,0.33,0.22,0,0.69,0,0.22,0.39,0.21,5,5,0.01,0.01,0,0,0,0.03,0,0
3614220,Herkimer Central School District,1,1,1,38,0,0,2,0,0,36,0,563,19,1,9,0,36,488,20,0.07,0,0,0.22,NA,0,0.07,0,2,2,0.01,0,0,0,NA,0,0.01,0.05
3614280,Herricks Union Free School District,1,1,1,767,37,0,567,2,5,154,2,1349,92,0,886,2,10,346,12,0.57,0.4,NA,0.64,1,0.5,0.45,0.17,5,5,0.01,0.01,NA,0,0,0,0.01,0.02
3614310,Heuvelton Central School District,1,1,1,25,0,0,0,0,0,25,0,556,7,0,0,0,2,539,5,0.04,0,NA,NA,NA,0,0.05,0,1,1,0.01,0,NA,NA,NA,0,0.01,0
3614340,Hicksville Union Free School District,1,1,1,1092,173,1,611,0,27,272,8,1735,572,2,611,0,24,488,26,0.63,0.3,0.5,1,NA,1,0.56,0.31,9,9,0,0.01,0.1,0,0,0.01,0.01,0
3614400,Highland Central School District,1,1,1,197,30,0,13,0,13,136,5,529,79,1,27,0,30,366,20,0.37,0.38,0,0.48,NA,0.43,0.37,0.25,3,3,0.01,0.01,0,0.02,0,0.03,0.01,0.01
3614430,Highland Falls Central School District,1,1,1,153,14,0,7,1,6,117,8,504,106,3,11,4,46,297,35,0.3,0.13,0,0.64,0.25,0.13,0.39,0.23,3,3,0,0,0,0,0,0.01,0,0.02
3614460,Hilton Central School District,1,1,1,307,10,0,2,0,2,280,13,1406,75,2,12,0,34,1247,44,0.22,0.13,0,0.17,NA,0.06,0.22,0.3,5,5,0.01,0.02,0,0,NA,0,0.01,0
3614550,Holland Central School District,1,1,1,50,0,0,0,0,1,49,0,245,4,1,0,0,0,237,2,0.2,0,0,NA,NA,1,0.21,0,3,3,0,0,0,NA,0,NA,0,0.07
3614580,Holland Patent Central School District,1,1,1,85,0,0,0,0,0,85,0,424,3,0,0,3,0,414,4,0.2,0,NA,NA,0,NA,0.21,0,4,4,0,0,NA,NA,0,NA,0,0
3614610,Holley Central School District,1,1,1,0,0,0,0,0,0,0,0,413,38,0,2,0,4,349,19,0,0,NA,0,NA,0,0,0,2,2,0.01,0,NA,0,0,0.08,0.01,0
3614640,Homer Central School District,1,1,1,97,2,0,0,0,0,95,0,601,11,0,2,0,6,575,10,0.16,0.18,NA,0,NA,0,0.17,0,4,4,0.02,0.03,0,0,NA,0,0.02,0.06
3614670,Honeoye Central School District,1,1,1,11,0,0,0,0,0,11,0,330,5,1,1,0,0,320,3,0.03,0,0,0,NA,NA,0.03,0,2,2,0,0,0,0,NA,NA,0,0
3614700,Honeoye Falls-Lima Central School District,1,1,1,282,5,0,8,0,0,263,6,717,24,1,17,0,6,650,22,0.39,0.21,0,0.47,NA,0,0.4,0.27,4,4,0,0.01,0,0,NA,0,0,0
3614730,Hoosic Valley Central School District,1,1,1,41,0,0,1,0,0,40,0,434,1,0,1,0,2,417,14,0.09,0,NA,1,NA,0,0.1,0,2,2,0.01,0,NA,0,NA,0,0.01,0
3614760,Hoosick Falls Central School District,1,1,1,30,1,0,0,0,0,29,0,522,12,4,2,2,0,483,18,0.06,0.08,0,0,0,NA,0.06,0,2,2,0.02,0.03,0,0,0,NA,0.02,0.02
3614820,Hornell City School District,1,1,1,49,1,0,0,0,1,46,1,700,25,1,5,0,22,606,35,0.07,0.04,0,0,NA,0.05,0.08,0.03,4,4,0.01,0.03,0,0,NA,0,0.01,0.02
3614850,Horseheads Central School District,1,1,1,163,8,2,19,0,0,125,9,1235,37,4,42,2,10,1086,52,0.13,0.22,0.5,0.45,0,0,0.12,0.17,7,7,0,0.01,0,0,0,0,0,0
3614880,Sackets Harbor Central School District,1,1,1,11,0,0,0,0,1,6,4,396,34,1,3,0,2,346,8,0.03,0,0,0,NA,0.5,0.02,0.5,1,1,0,0,0,0,NA,0,0,0
3614940,Hudson City School District,1,1,1,87,10,0,24,0,4,47,2,461,73,1,79,0,90,191,31,0.19,0.14,0,0.3,NA,0.04,0.25,0.06,3,3,0.01,0,0,0,NA,0.02,0,0.02
3614970,Hudson Falls Central School District,1,1,1,40,0,0,0,0,1,37,2,685,28,1,3,0,8,617,30,0.06,0,0,0,NA,0.12,0.06,0.07,5,5,0,0,0,0,NA,0,0,0
3615060,Hunter-Tannersville Central School District,1,1,1,0,0,0,0,0,0,0,0,154,26,0,5,0,0,118,5,0,0,NA,0,NA,NA,0,0,2,2,0,0,NA,0,NA,0,0,0
3615090,Huntington Union Free School District,1,1,1,359,75,0,12,0,6,255,11,1451,745,1,21,0,122,541,31,0.25,0.1,0,0.57,NA,0.05,0.47,0.35,8,8,0,0,0,0,NA,0,0,0.01
3615180,Hyde Park Central School District,1,1,1,210,24,0,8,0,16,156,6,1146,209,1,22,2,178,697,54,0.18,0.11,0,0.36,0,0.09,0.22,0.11,6,6,0,0.01,0,0,0,0,0,0.01
3615210,Kinderhook Central School District,1,1,1,87,2,0,7,0,2,75,1,517,26,0,11,0,16,453,10,0.17,0.08,NA,0.64,NA,0.12,0.17,0.1,3,3,0.01,0,0,0,NA,0,0.01,0
3615300,Indian River Central School District,1,1,1,0,0,0,0,0,0,0,0,802,81,1,20,6,80,574,47,0,0,0,0,0,0,0,0,8,8,0.01,0,0,0,0,0.01,0.01,0.01
3615360,Iroquois Central School District,1,1,1,197,4,0,1,0,0,187,5,692,15,1,7,0,8,649,14,0.28,0.27,0,0.14,NA,0,0.29,0.36,6,6,0,0.03,0,0,0,0,0,0
3615390,West Irondequoit Central School District,1,1,1,344,24,0,11,0,35,261,13,1186,138,3,46,0,156,802,46,0.29,0.17,0,0.24,NA,0.22,0.33,0.28,10,10,0,0,0,0,NA,0.01,0,0
3615450,Irvington Union Free School District,1,1,1,145,3,1,29,0,5,100,7,509,36,2,55,0,32,368,20,0.28,0.08,0.5,0.53,NA,0.16,0.27,0.35,4,4,0,0.01,0,0.01,0,0,0,0
3615510,Island Trees Union Free School District,1,1,1,233,40,0,38,0,2,153,0,727,145,1,91,0,12,479,0,0.32,0.28,0,0.42,NA,0.17,0.32,NA,4,4,0.01,0.02,0,0.01,0,0.08,0.01,0
3615540,Islip Union Free School District,1,1,1,208,44,0,22,0,8,122,12,943,273,1,45,2,44,542,28,0.22,0.16,0,0.49,0,0.18,0.23,0.43,5,5,0.01,0.02,0,0,0,0.02,0.01,0.04
3615570,Ithaca City School District,2,2,1,476,25,0,76,0,10,317,48,1574,108,1,151,0,118,1025,185,0.3,0.23,0,0.5,NA,0.08,0.31,0.26,12,12,0,0,0,0,0,0,0,0
3615630,Jamestown City School District,1,1,1,129,7,0,1,0,2,108,11,1300,312,5,3,0,42,782,149,0.1,0.02,0,0.33,NA,0.05,0.14,0.07,9,9,0.01,0,0,0,0,0.03,0.01,0.01
3615780,Brookhaven-Comsewogue Union Free School District,1,1,1,249,42,0,18,0,5,178,6,1186,360,1,37,0,50,696,43,0.21,0.12,0,0.49,NA,0.1,0.26,0.14,6,6,0.01,0.01,0,0.03,0,0.02,0.01,0.01
3615810,Jericho Union Free School District,1,1,1,892,20,1,597,1,8,265,0,1205,37,1,752,1,32,386,0,0.74,0.54,1,0.79,1,0.25,0.69,NA,5,5,0,0,0,0,0,0,0,0
3615870,Johnsburg Central School District,1,1,1,13,1,0,1,0,0,11,0,304,2,0,1,1,4,297,1,0.04,0.5,NA,1,0,0,0.04,0,1,1,0,0,NA,0,0,0,0,0
3615900,Johnson City Central School District,1,1,1,166,8,0,26,0,20,101,11,733,63,0,66,0,96,438,62,0.23,0.13,NA,0.39,NA,0.21,0.23,0.18,4,4,0.01,0.01,0,0.01,0,0.03,0.01,0.01
3615980,Johnstown City School District,1,1,1,59,0,0,2,0,0,57,0,580,19,1,4,4,6,536,12,0.1,0,0,0.5,0,0,0.11,0,3,3,0.01,0,0,0,0,0,0.01,0
3615990,Jordan-Elbridge Central School District,1,1,1,162,5,0,2,0,1,153,1,361,11,1,3,0,2,340,5,0.45,0.45,0,0.67,NA,0.5,0.45,0.2,3,3,0,0,0,0,NA,0,0,0
3616080,Katonah-Lewisboro Union Free School District,1,1,1,465,35,1,14,0,1,393,21,1006,110,3,24,0,6,817,48,0.46,0.32,0.33,0.58,NA,0.17,0.48,0.44,5,5,0,0.01,0,0,NA,0,0,0.01
3616140,Keene Central School District,1,1,1,7,0,0,0,0,0,6,1,160,8,2,1,0,4,144,3,0.04,0,0,0,NA,0,0.04,0.33,1,1,0,0,0,0,NA,0,0,0
3616170,Ausable Valley Central School District,1,1,1,28,0,0,0,0,1,27,0,378,1,0,1,0,18,363,0,0.07,0,NA,0,NA,0.06,0.07,NA,4,4,0,0,NA,0,NA,0,0,0
3616200,Kendall Central School District,1,1,1,53,4,0,0,0,1,48,0,337,25,2,0,0,4,296,10,0.16,0.16,0,NA,NA,0.25,0.16,0,2,2,0.05,0.03,0,NA,NA,0.12,0.05,0
3616230,Kenmore-Tonawanda Union Free School District,2,2,1,379,11,5,14,0,10,329,10,2558,212,23,79,0,242,1912,124,0.15,0.05,0.22,0.18,NA,0.04,0.17,0.08,9,9,0,0.01,0,0,0,0.01,0,0
3616260,Kings Park Central School District,1,1,1,422,14,0,17,0,3,384,4,968,62,2,25,0,2,866,8,0.44,0.23,0,0.68,NA,1,0.44,0.5,5,5,0,0,0,0,0,0,0,0
3616290,Kingston City School District,1,1,1,258,26,1,24,0,13,181,13,1905,441,4,49,2,246,1051,117,0.14,0.06,0.25,0.49,0,0.05,0.17,0.11,10,10,0.01,0,0,0.01,0,0.01,0,0.01
3616410,Lafayette Central School District,1,1,1,0,0,0,0,0,0,0,0,349,5,107,2,0,4,224,7,0,0,0,0,NA,0,0,0,3,3,0.02,0,0.02,0,0,0,0.02,0
3616440,Lackawanna City School District,1,1,1,0,0,0,0,0,0,0,0,512,51,4,10,0,76,353,14,0,0,0,0,NA,0,0,0,4,4,0.01,0,0,0.02,0,0,0.01,0
3616470,Lake George Central School District,1,1,1,61,0,0,3,0,0,57,1,390,4,0,10,0,8,364,5,0.16,0,NA,0.3,NA,0,0.16,0.2,2,2,0.01,0,0,0,NA,0.06,0,0
3616500,Lake Placid Central School District,1,1,1,65,1,0,3,0,1,58,2,331,1,0,5,0,4,312,8,0.2,1,NA,0.6,NA,0.25,0.19,0.25,2,2,0.02,0,NA,0,NA,0,0.02,0
3616560,Evans-Brant Central School District (Lake Shore),1,1,1,101,3,11,2,0,0,82,3,661,22,96,3,0,8,517,17,0.15,0.14,0.11,0.67,NA,0,0.16,0.18,5,5,0.02,0.01,0.01,0,NA,0.05,0.02,0
3616620,Lakeland Central School District,2,2,1,971,169,0,73,0,45,684,0,1922,395,1,86,3,122,1294,26,0.51,0.43,0,0.85,0,0.37,0.53,0,8,8,0,0,0,0,0,0,0,0
3616680,Lancaster Central School District,1,1,1,466,10,1,9,1,3,434,8,1761,55,4,34,1,24,1608,37,0.26,0.18,0.25,0.26,1,0.12,0.27,0.22,7,7,0.01,0.01,0,0,0,0,0.01,0.01
3616710,Lansing Central School District,1,1,1,95,3,0,12,0,0,75,5,378,13,1,24,0,8,307,24,0.25,0.23,0,0.5,NA,0,0.24,0.21,3,3,0,0,0,0,NA,0,0,0
3616740,Lansingburgh Central School District,1,1,1,90,12,0,0,0,9,60,9,642,89,1,4,1,126,367,50,0.14,0.13,0,0,0,0.07,0.16,0.18,4,4,0,0,0,0,0,0,0,0
3616830,Lawrence Union Free School District,1,1,1,172,104,0,7,2,27,31,1,799,484,2,22,4,142,123,10,0.22,0.21,0,0.32,0.5,0.19,0.25,0.1,5,5,0,0,0,0,0,0.01,0,0
3616950,Le Roy Central School District,1,1,1,96,1,0,1,0,0,94,0,551,10,0,2,0,14,519,7,0.17,0.1,NA,0.5,NA,0,0.18,0,2,2,0.02,0.03,0,0,0,0,0.02,0.03
3616960,North Warren Central School District,1,1,1,16,0,0,0,0,0,16,0,477,15,0,2,0,2,439,19,0.03,0,NA,0,NA,0,0.04,0,1,1,0.03,0,NA,0,NA,0,0.03,0
3616980,North Rose-Wolcott Central School District,1,1,1,62,2,0,1,0,0,58,1,376,25,0,1,0,0,334,14,0.16,0.08,NA,1,NA,NA,0.17,0.07,3,3,0.01,0.01,NA,0,NA,0,0.01,0.02
3617130,Letchworth Central School District,1,1,1,41,0,0,0,0,2,39,0,265,4,1,3,0,4,252,1,0.15,0,0,0,NA,0.5,0.15,0,3,3,0,0,0,0,NA,0,0,0
3617160,Levittown Union Free School District,2,2,1,850,96,0,125,1,14,610,4,2269,387,2,249,2,38,1577,16,0.37,0.25,0,0.5,0.5,0.37,0.39,0.25,10,10,0,0.01,0,0,0,0,0,0
3617190,Lewiston-Porter Central School District,1,1,1,219,2,1,10,0,1,205,0,674,7,2,16,0,20,623,12,0.32,0.29,0.5,0.62,NA,0.05,0.33,0,4,4,0.01,0,0,0,0,0,0.01,0
3617220,Liberty Central School District,1,1,1,33,4,0,3,0,0,26,0,496,222,0,7,0,48,209,15,0.07,0.02,NA,0.43,NA,0,0.12,0,3,3,0.01,0.01,NA,0,NA,0.01,0.01,0
3617380,Lindenhurst Union Free School District,1,1,1,185,26,1,15,0,3,140,0,1870,496,2,58,4,54,1243,17,0.1,0.05,0.5,0.26,0,0.06,0.11,0,8,8,0,0.01,0,0,0.08,0.01,0,0
3617460,Little Falls City School District,1,1,1,107,3,0,1,0,1,102,0,336,15,0,5,1,2,302,12,0.32,0.2,NA,0.2,0,0.5,0.34,0,3,3,0,0.02,NA,0,0,0,0,0
3617520,Liverpool Central School District,1,1,1,503,11,0,47,0,25,407,13,2208,129,14,122,1,244,1585,122,0.23,0.09,0,0.39,0,0.1,0.26,0.11,13,13,0.01,0.02,0,0,0,0.01,0.01,0.02
3617580,Livingston Manor Central School District,1,1,1,0,0,0,0,0,0,0,0,195,24,0,3,0,14,146,8,0,0,NA,0,NA,0,0,0,2,2,0.02,0,NA,0,NA,0.03,0.02,0.14
3617640,Livonia Central School District,1,1,1,117,1,0,2,0,0,114,0,839,24,2,2,1,8,787,17,0.14,0.04,0,1,0,0,0.14,0,2,2,0.01,0,0,0,0,0,0.01,0
3617670,Lockport City School District,1,1,1,230,5,0,2,0,9,209,5,1332,118,6,9,1,148,955,89,0.17,0.04,0,0.22,0,0.06,0.22,0.06,7,7,0,0,0,0,0,0,0,0.01
3617700,Locust Valley Central School District,1,1,1,173,20,0,10,0,3,138,2,662,139,0,24,1,8,482,7,0.26,0.14,NA,0.42,0,0.38,0.29,0.29,6,6,0,0,NA,0,0,0,0,0
3617730,Long Beach City School District,1,1,1,236,10,0,5,0,4,217,0,1313,386,0,61,1,90,765,5,0.18,0.03,NA,0.08,0,0.04,0.28,0,6,6,0.01,0.01,NA,0.02,0.2,0.04,0.01,0
3617820,Lowville Academy & Central School District,1,1,1,70,1,0,0,1,0,68,0,373,6,0,1,1,16,354,1,0.19,0.17,NA,0,1,0,0.19,0,3,3,0,0,0,0,0,0,0,0
3617880,Lyme Central School District,1,1,1,2,0,0,0,0,0,2,0,332,11,0,2,0,12,305,5,0.01,0,NA,0,NA,0,0.01,0,1,1,0,0,NA,0,NA,0,0,0
3617910,Lynbrook Union Free School District,1,1,1,294,28,0,34,1,7,223,1,890,154,5,69,1,60,601,11,0.33,0.18,0,0.49,1,0.12,0.37,0.09,7,7,0.01,0.01,0,0,0,0.01,0,0
3617970,Lyndonville Central School District,1,1,1,45,1,0,1,0,0,40,3,626,33,2,7,0,4,555,26,0.07,0.03,0,0.14,NA,0,0.07,0.12,2,2,0,0,0,0,NA,0.17,0,0
3618030,Lyons Central School District,1,1,1,0,0,0,0,0,0,0,0,240,16,0,0,0,28,181,18,0,0,NA,NA,NA,0,0,0,3,3,0.01,0,NA,NA,NA,0.02,0.01,0.03
3618090,Madrid-Waddington Central School District,1,1,1,10,0,0,0,0,0,10,0,347,9,1,1,0,2,335,0,0.03,0,0,0,NA,0,0.03,NA,2,2,0.01,0,0,0,NA,0,0.02,0
3618120,Mahopac Central School District,1,1,1,263,50,0,9,0,2,195,7,1345,273,0,28,1,28,994,21,0.2,0.18,NA,0.32,0,0.07,0.2,0.33,5,5,0,0,0,0,0,0.01,0,0
3618150,Maine-Endwell Central School District,1,1,1,79,1,0,1,0,2,71,4,748,21,2,9,0,36,676,15,0.11,0.05,0,0.11,NA,0.06,0.11,0.27,4,4,0.01,0,0,0,0,0,0.01,0.01
3618180,Malone Central School District,1,1,1,20,0,0,1,0,0,19,0,732,6,9,3,2,4,700,9,0.03,0,0,0.33,0,0,0.03,0,5,5,0,0,0,0,0,0,0,0
3618210,Malverne Union Free School District,1,1,1,157,58,0,16,0,50,25,8,592,129,1,39,2,294,112,15,0.27,0.45,0,0.41,0,0.17,0.22,0.53,4,4,0,0,0,0,0,0,0,0
3618240,Mamaroneck Union Free School District,1,1,1,602,55,0,29,4,6,495,13,1646,357,2,61,6,52,1124,45,0.37,0.15,0,0.48,0.67,0.12,0.44,0.29,6,6,0,0,0,0,0,0,0,0
3618270,Manhasset Union Free School District,1,1,1,486,11,0,133,0,1,335,6,978,56,0,216,0,34,670,12,0.5,0.2,NA,0.62,NA,0.03,0.5,0.5,4,4,0,0,NA,0,NA,0.01,0,0
3618330,Fayetteville-Manlius Central School District,1,1,1,645,11,0,110,0,13,497,14,1362,47,4,143,0,46,1087,27,0.47,0.23,0,0.77,NA,0.28,0.46,0.52,6,6,0,0,0,0,0,0,0,0
3618450,Marathon Central School District,1,1,1,27,1,0,0,0,1,25,0,291,4,0,1,0,6,277,0,0.09,0.25,NA,0,NA,0.17,0.09,NA,2,2,0.03,0,NA,0,NA,0,0.03,NA
3618480,Marcellus Central School District,1,1,1,130,0,0,2,0,0,127,1,521,11,1,11,0,6,491,3,0.25,0,0,0.18,NA,0,0.26,0.33,3,3,0.01,0,0,0,NA,0,0.01,0
3618540,Marion Central School District,1,1,1,0,0,0,0,0,0,0,0,288,27,0,2,0,4,253,4,0,0,NA,0,NA,0,0,0,2,2,0.01,0.01,NA,0,NA,0,0.01,0
3618570,Marlboro Central School District,1,1,1,73,7,0,5,0,10,51,0,585,114,0,10,0,84,371,17,0.12,0.06,NA,0.5,NA,0.12,0.14,0,3,3,0.02,0.01,NA,0,0,0.02,0.02,0.03
3618600,Cheektowaga-Maryvale Union Free School District,1,1,1,153,3,0,15,0,8,121,6,621,28,5,42,0,74,451,29,0.25,0.11,0,0.36,NA,0.11,0.27,0.21,4,4,0,0.01,0,0,NA,0.01,0,0.02
3618630,Massapequa Union Free School District,2,2,1,691,24,0,32,1,1,625,8,2044,111,4,45,2,6,1858,19,0.34,0.22,0,0.71,0.5,0.17,0.34,0.42,9,9,0,0.01,0,0,0,0,0,0
3618660,Massena Central School District,1,1,1,0,0,0,0,0,0,0,0,820,15,114,4,2,8,673,2,0,0,0,0,0,0,0,0,5,5,0,0,0.01,0,0,0,0,0
3618690,William Floyd Union Free School District,1,1,1,306,99,3,27,1,27,147,2,2896,968,16,68,4,496,1249,123,0.11,0.1,0.19,0.4,0.25,0.05,0.12,0.02,8,8,0.02,0.01,0,0.01,0,0.03,0.01,0.04
3618750,Mayfield Central School District,1,1,1,17,0,0,0,0,0,17,0,435,13,0,5,0,10,406,6,0.04,0,NA,0,NA,0,0.04,0,2,2,0.03,0,NA,0,0,0,0.03,0
3618840,Mcgraw Central School District,1,1,1,0,0,0,0,0,0,0,0,318,6,0,1,0,0,302,8,0,0,NA,0,NA,NA,0,0,2,2,0.02,0,NA,0,NA,NA,0.02,0.08
3618900,Mechanicville City School District,1,1,1,76,0,0,7,0,3,65,1,803,22,0,8,2,22,727,25,0.09,0,NA,0.88,0,0.14,0.09,0.04,2,2,0,0,NA,0,0,0,0,0
3618960,Medina Central School District,1,1,1,90,3,1,1,0,0,80,5,570,45,7,3,1,22,455,38,0.16,0.07,0.14,0.33,0,0,0.18,0.13,3,3,0.01,0,0,0,0,0.03,0.01,0.03
3619020,Bellmore-Merrick Central High School District,3,3,1,1623,139,9,135,3,33,1277,27,3540,401,18,233,9,96,2737,48,0.46,0.35,0.5,0.58,0.33,0.34,0.47,0.56,5,5,0.01,0.01,0,0.01,0.15,0.01,0.01,0
3619170,Mexico Central School District,1,1,1,74,0,1,1,0,1,68,3,558,10,1,2,0,4,528,14,0.13,0,1,0.5,NA,0.25,0.13,0.21,5,5,0,0,0,0,NA,0,0,0.02
3619200,Middle Country Central School District,2,2,1,1064,143,1,175,0,60,685,0,2875,591,2,199,1,176,1871,12,0.37,0.24,0.5,0.88,0,0.34,0.37,0,14,14,0.01,0.01,0,0,0,0.02,0.01,0
3619230,Longwood Central School District,1,1,1,730,144,6,58,1,85,407,29,3009,807,11,99,6,510,1440,119,0.24,0.18,0.55,0.59,0.17,0.17,0.28,0.24,7,7,0.02,0.02,0.03,0.01,0,0.04,0.02,0.02
3619260,Middleburgh Central School District,1,1,1,24,0,0,2,0,0,21,1,318,3,0,5,0,2,307,1,0.08,0,NA,0.4,NA,0,0.07,1,2,2,0.02,0,NA,0,NA,0,0.02,0
3619320,Middletown City School District,1,1,1,0,0,0,0,0,0,0,0,2363,1325,1,71,4,604,310,36,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0.01,0,0.01
3619380,Millbrook Central School District,1,1,1,92,7,0,0,0,0,81,4,295,35,0,0,0,10,239,14,0.31,0.2,NA,NA,NA,0,0.34,0.29,4,4,0,0,NA,0,NA,0,0,0
3619410,Miller Place Union Free School District,1,1,1,320,22,0,17,0,3,270,8,877,79,0,26,1,12,741,19,0.36,0.28,NA,0.65,0,0.25,0.36,0.42,4,4,0.02,0.02,0,0.02,0,0.09,0.02,0.07
3619500,Mineola Union Free School District,1,1,1,345,53,0,70,1,12,202,7,1076,323,0,139,1,32,558,18,0.32,0.16,NA,0.5,1,0.38,0.36,0.39,5,5,0.01,0.02,0,0.01,0,0.06,0,0.02
3619560,Minisink Valley Central School District,1,1,1,66,7,0,1,0,2,56,0,1158,199,3,17,0,62,888,0,0.06,0.04,0,0.06,NA,0.03,0.06,NA,5,5,0,0,0,0.01,0,0.01,0,NA
3619650,Monroe-Woodbury Central School District,1,1,1,458,67,0,71,0,24,283,13,2436,762,1,169,2,258,1212,64,0.19,0.09,0,0.42,0,0.09,0.23,0.2,7,7,0.01,0,0,0,0,0.01,0,0.01
3619680,Valley Central School District (Montgomery),1,1,1,191,21,0,11,0,13,145,1,1362,327,3,20,1,180,826,31,0.14,0.06,0,0.55,0,0.07,0.18,0.03,6,6,0,0,0,0,0,0.01,0,0.01
3619740,Monticello Central School District,1,1,1,38,7,0,1,0,5,23,2,885,247,0,14,0,190,405,38,0.04,0.03,NA,0.07,NA,0.03,0.06,0.05,5,5,0,0,0,0,0,0.01,0,0.01
3619800,Moravia Central School District,1,1,1,58,0,0,0,0,0,58,0,486,12,1,1,0,4,459,10,0.12,0,0,0,NA,0,0.13,0,2,2,0.01,0,0,0,NA,0,0.01,0.08
3619830,Moriah Central School District,1,1,1,0,0,0,0,0,0,0,0,342,1,1,0,0,2,338,1,0,0,0,NA,NA,0,0,0,2,2,0,0,0,NA,NA,0,0,0
3619920,Morrisville-Eaton Central School District,1,1,1,0,0,0,0,0,0,0,0,302,4,0,2,1,0,289,5,0,0,NA,0,0,NA,0,0,2,2,0.01,0,NA,0,0,NA,0.01,0
3619950,Bedford Central School District,1,1,1,516,72,0,13,0,10,408,13,1323,500,0,47,0,32,683,51,0.39,0.14,NA,0.28,NA,0.31,0.6,0.25,7,7,0,0,NA,0.01,0,0.01,0,0
3620010,Mount Morris Central School District,1,1,1,0,0,0,0,0,0,0,0,213,61,0,4,0,2,139,3,0,0,NA,0,NA,0,0,0,2,2,0.03,0.02,NA,0,NA,0.17,0.02,0.29
3620040,Mount Sinai Union Free School District,1,1,1,253,13,0,33,0,3,204,0,760,46,0,58,0,8,639,6,0.33,0.28,NA,0.57,NA,0.38,0.32,0,3,3,0,0.01,NA,0.01,NA,0,0,0
3620100,Mount Vernon School District,3,3,1,58,16,0,0,0,35,5,2,2345,499,6,32,4,1716,86,15,0.02,0.03,0,0,0,0.02,0.06,0.13,16,16,0,0,0,0,0,0,0,0
3620160,Mount Pleasant Central School District,1,1,1,221,21,0,13,0,2,181,4,548,84,0,22,0,6,431,7,0.4,0.25,NA,0.59,NA,0.33,0.42,0.57,4,4,0,0,0,0,NA,0,0,0.03
3620190,Nanuet Union Free School District,1,1,1,195,27,0,46,0,9,111,2,758,199,1,103,1,62,388,8,0.26,0.14,0,0.45,0,0.15,0.29,0.25,5,5,0,0,0,0,0,0,0,0.02
3620220,Naples Central School District,1,1,1,44,0,0,1,0,0,43,0,292,2,0,5,1,6,277,0,0.15,0,NA,0.2,0,0,0.16,NA,2,2,0,0,NA,0,0,0,0,NA
3620340,Clarkstown Central School District,2,2,1,547,66,0,143,1,15,296,26,2550,505,2,372,6,130,1485,59,0.21,0.13,0,0.38,0.17,0.12,0.2,0.44,14,14,0,0,0,0,0,0,0,0
3620370,New Hartford Central School District,2,2,1,560,26,0,56,0,8,464,6,1202,65,0,72,0,20,1011,35,0.47,0.4,NA,0.78,NA,0.4,0.46,0.17,5,5,0,0,NA,0,0,0,0,0
3620430,New Lebanon Central School District,1,1,1,0,0,0,0,0,0,0,0,170,8,0,1,0,2,154,5,0,0,NA,0,NA,0,0,0,2,2,0.02,0,NA,0,NA,0,0.02,0
3620460,New Paltz Central School District,1,1,1,234,18,1,11,0,5,194,5,734,79,2,25,0,36,578,19,0.32,0.23,0.5,0.44,NA,0.14,0.34,0.26,4,4,0,0,0,0,0,0,0,0
3620490,New Rochelle City School District,1,1,1,408,129,1,45,3,52,178,0,3266,1647,2,150,11,766,754,8,0.12,0.08,0.5,0.3,0.27,0.07,0.24,0,10,10,0,0,0,0,0,0,0,0
